lad22cd,lad22nm,lsoa21cd,category,count_21,count_11,change
E09000002,Barking and Dagenham,E01000051,Electric (including storage heaters) central heating,142,328,-186
E09000002,Barking and Dagenham,E01000051,Gas central heating,131,279,-148
E09000002,Barking and Dagenham,E01000051,No central heating,8,24,-16
E09000002,Barking and Dagenham,E01000051,Oil central heating,0,0,0
E09000002,Barking and Dagenham,E01000051,Other central heating,112,51,61
E09000002,Barking and Dagenham,E01000051,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000051,Two or more types of central heating,47,43,4
E09000002,Barking and Dagenham,E01000052,Electric (including storage heaters) central heating,43,41,2
E09000002,Barking and Dagenham,E01000052,Gas central heating,626,627,-1
E09000002,Barking and Dagenham,E01000052,No central heating,19,20,-1
E09000002,Barking and Dagenham,E01000052,Oil central heating,0,0,0
E09000002,Barking and Dagenham,E01000052,Other central heating,11,22,-11
E09000002,Barking and Dagenham,E01000052,"Solid fuel (for example wood, coal) central heating",0,1,-1
E09000002,Barking and Dagenham,E01000052,Two or more types of central heating,94,58,36
E09000002,Barking and Dagenham,E01000053,Electric (including storage heaters) central heating,196,180,16
E09000002,Barking and Dagenham,E01000053,Gas central heating,374,394,-20
E09000002,Barking and Dagenham,E01000053,No central heating,17,30,-13
E09000002,Barking and Dagenham,E01000053,Oil central heating,0,0,0
E09000002,Barking and Dagenham,E01000053,Other central heating,22,20,2
E09000002,Barking and Dagenham,E01000053,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000053,Two or more types of central heating,43,21,22
E09000002,Barking and Dagenham,E01000054,Electric (including storage heaters) central heating,13,15,-2
E09000002,Barking and Dagenham,E01000054,Gas central heating,534,557,-23
E09000002,Barking and Dagenham,E01000054,No central heating,18,21,-3
E09000002,Barking and Dagenham,E01000054,Oil central heating,1,0,1
E09000002,Barking and Dagenham,E01000054,Other central heating,22,17,5
E09000002,Barking and Dagenham,E01000054,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000054,Two or more types of central heating,46,28,18
E09000002,Barking and Dagenham,E01000055,Electric (including storage heaters) central heating,27,12,15
E09000002,Barking and Dagenham,E01000055,Gas central heating,458,495,-37
E09000002,Barking and Dagenham,E01000055,No central heating,11,13,-2
E09000002,Barking and Dagenham,E01000055,Oil central heating,0,0,0
E09000002,Barking and Dagenham,E01000055,Other central heating,20,8,12
E09000002,Barking and Dagenham,E01000055,"Solid fuel (for example wood, coal) central heating",0,1,-1
E09000002,Barking and Dagenham,E01000055,Two or more types of central heating,52,31,21
E09000002,Barking and Dagenham,E01000056,Electric (including storage heaters) central heating,50,37,13
E09000002,Barking and Dagenham,E01000056,Gas central heating,440,469,-29
E09000002,Barking and Dagenham,E01000056,No central heating,11,16,-5
E09000002,Barking and Dagenham,E01000056,Oil central heating,0,0,0
E09000002,Barking and Dagenham,E01000056,Other central heating,11,19,-8
E09000002,Barking and Dagenham,E01000056,"Solid fuel (for example wood, coal) central heating",0,1,-1
E09000002,Barking and Dagenham,E01000056,Two or more types of central heating,59,31,28
E09000002,Barking and Dagenham,E01000057,Electric (including storage heaters) central heating,32,15,17
E09000002,Barking and Dagenham,E01000057,Gas central heating,423,471,-48
E09000002,Barking and Dagenham,E01000057,No central heating,19,9,10
E09000002,Barking and Dagenham,E01000057,Oil central heating,2,0,2
E09000002,Barking and Dagenham,E01000057,Other central heating,10,18,-8
E09000002,Barking and Dagenham,E01000057,"Solid fuel (for example wood, coal) central heating",0,1,-1
E09000002,Barking and Dagenham,E01000057,Two or more types of central heating,48,23,25
E09000002,Barking and Dagenham,E01000058,Electric (including storage heaters) central heating,33,19,14
E09000002,Barking and Dagenham,E01000058,Gas central heating,579,586,-7
E09000002,Barking and Dagenham,E01000058,No central heating,9,17,-8
E09000002,Barking and Dagenham,E01000058,Oil central heating,0,1,-1
E09000002,Barking and Dagenham,E01000058,Other central heating,17,15,2
E09000002,Barking and Dagenham,E01000058,"Solid fuel (for example wood, coal) central heating",0,1,-1
E09000002,Barking and Dagenham,E01000058,Two or more types of central heating,56,51,5
E09000002,Barking and Dagenham,E01000059,Electric (including storage heaters) central heating,37,26,11
E09000002,Barking and Dagenham,E01000059,Gas central heating,454,490,-36
E09000002,Barking and Dagenham,E01000059,No central heating,13,26,-13
E09000002,Barking and Dagenham,E01000059,Oil central heating,1,0,1
E09000002,Barking and Dagenham,E01000059,Other central heating,7,15,-8
E09000002,Barking and Dagenham,E01000059,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000059,Two or more types of central heating,61,21,40
E09000002,Barking and Dagenham,E01000060,Electric (including storage heaters) central heating,196,213,-17
E09000002,Barking and Dagenham,E01000060,Gas central heating,482,495,-13
E09000002,Barking and Dagenham,E01000060,No central heating,15,6,9
E09000002,Barking and Dagenham,E01000060,Oil central heating,0,0,0
E09000002,Barking and Dagenham,E01000060,Other central heating,46,20,26
E09000002,Barking and Dagenham,E01000060,"Solid fuel (for example wood, coal) central heating",0,1,-1
E09000002,Barking and Dagenham,E01000060,Two or more types of central heating,70,35,35
E09000002,Barking and Dagenham,E01000061,Electric (including storage heaters) central heating,352,387,-35
E09000002,Barking and Dagenham,E01000061,Gas central heating,238,216,22
