lad22cd,lad22nm,category,count_21
E09000016,Havering,The Americas and the Caribbean: North America: Other North America,17
E09000016,Havering,The Americas and the Caribbean: Central America: All Central American countries,45
E09000016,Havering,The Americas and the Caribbean: South America: All South American countries,789
E09000016,Havering,The Americas and the Caribbean: The Caribbean: Jamaica,671
E09000016,Havering,The Americas and the Caribbean: The Caribbean: Other Caribbean,838
E09000016,Havering,Antarctica and Oceania: Australasia: Australia,241
E09000016,Havering,Antarctica and Oceania: Australasia: New Zealand,109
E09000016,Havering,Antarctica and Oceania: Australasia: Other Australasia,0
E09000016,Havering,Antarctica and Oceania: Other Oceania and Antarctica,29
E09000016,Havering,Other,0
E09000017,Hillingdon,Europe: United Kingdom: England,184323
E09000017,Hillingdon,Europe: United Kingdom: Northern Ireland,716
E09000017,Hillingdon,Europe: United Kingdom: Scotland,1853
E09000017,Hillingdon,Europe: United Kingdom: Wales,1343
E09000017,Hillingdon,Europe: United Kingdom: Great Britain not otherwise specified,3
E09000017,Hillingdon,Europe: United Kingdom: United Kingdom not otherwise specified,22
E09000017,Hillingdon,Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,3511
E09000017,Hillingdon,Europe: Other Europe: EU countries: Member countries in March 2001: France,842
E09000017,Hillingdon,Europe: Other Europe: EU countries: Member countries in March 2001: Germany,1183
E09000017,Hillingdon,Europe: Other Europe: EU countries: Member countries in March 2001: Italy,1934
E09000017,Hillingdon,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores),1807
E09000017,Hillingdon,Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),857
E09000017,Hillingdon,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001,2201
E09000017,Hillingdon,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Lithuania,1138
E09000017,Hillingdon,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Poland,6398
E09000017,Hillingdon,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Romania,5575
E09000017,Hillingdon,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Other EU countries,2825
E09000017,Hillingdon,Europe: Other Europe: EU countries: Countries that joined the EU between April 2011 and March 2021: Croatia,132
E09000017,Hillingdon,Europe: Other Europe: Rest of Europe: Turkey,595
