lad22cd,lad22nm,category,count_21
E09000020,Kensington and Chelsea,Arrived in the UK: Aged 25 to 29 years,13682
E09000020,Kensington and Chelsea,Arrived in the UK: Aged 30 to 44 years,19530
E09000020,Kensington and Chelsea,Arrived in the UK: Aged 45 to 59 years,6709
E09000020,Kensington and Chelsea,Arrived in the UK: Aged 60 to 64 years,698
E09000020,Kensington and Chelsea,Arrived in the UK: Aged 65 to 74 years,654
E09000020,Kensington and Chelsea,Arrived in the UK: Aged 75 to 84 years,227
E09000020,Kensington and Chelsea,Arrived in the UK: Aged 85 to 89 years,24
E09000020,Kensington and Chelsea,Arrived in the UK: Aged 90 years and over,10
E09000021,Kingston upon Thames,Born in the UK,111412
E09000021,Kingston upon Thames,Arrived in the UK: Aged 0 to 4 years,5398
E09000021,Kingston upon Thames,Arrived in the UK: Aged 5 to 7 years,2304
E09000021,Kingston upon Thames,Arrived in the UK: Aged 8 to 9 years,1454
E09000021,Kingston upon Thames,Arrived in the UK: Aged 10 to 14 years,3306
E09000021,Kingston upon Thames,Arrived in the UK: Aged 15 years,719
E09000021,Kingston upon Thames,Arrived in the UK: Aged 16 to 17 years,2009
E09000021,Kingston upon Thames,Arrived in the UK: Aged 18 to 19 years,3267
E09000021,Kingston upon Thames,Arrived in the UK: Aged 20 to 24 years,10172
E09000021,Kingston upon Thames,Arrived in the UK: Aged 25 to 29 years,10165
E09000021,Kingston upon Thames,Arrived in the UK: Aged 30 to 44 years,13646
E09000021,Kingston upon Thames,Arrived in the UK: Aged 45 to 59 years,3258
E09000021,Kingston upon Thames,Arrived in the UK: Aged 60 to 64 years,388
E09000021,Kingston upon Thames,Arrived in the UK: Aged 65 to 74 years,426
E09000021,Kingston upon Thames,Arrived in the UK: Aged 75 to 84 years,117
E09000021,Kingston upon Thames,Arrived in the UK: Aged 85 to 89 years,18
E09000021,Kingston upon Thames,Arrived in the UK: Aged 90 years and over,3
E09000022,Lambeth,Born in the UK,195091
E09000022,Lambeth,Arrived in the UK: Aged 0 to 4 years,8871
E09000022,Lambeth,Arrived in the UK: Aged 5 to 7 years,4103
E09000022,Lambeth,Arrived in the UK: Aged 8 to 9 years,2865
E09000022,Lambeth,Arrived in the UK: Aged 10 to 14 years,7392
E09000022,Lambeth,Arrived in the UK: Aged 15 years,1874
E09000022,Lambeth,Arrived in the UK: Aged 16 to 17 years,5381
E09000022,Lambeth,Arrived in the UK: Aged 18 to 19 years,8042
E09000022,Lambeth,Arrived in the UK: Aged 20 to 24 years,26009
E09000022,Lambeth,Arrived in the UK: Aged 25 to 29 years,24612
E09000022,Lambeth,Arrived in the UK: Aged 30 to 44 years,26237
E09000022,Lambeth,Arrived in the UK: Aged 45 to 59 years,5718
E09000022,Lambeth,Arrived in the UK: Aged 60 to 64 years,650
E09000022,Lambeth,Arrived in the UK: Aged 65 to 74 years,559
E09000022,Lambeth,Arrived in the UK: Aged 75 to 84 years,198
E09000022,Lambeth,Arrived in the UK: Aged 85 to 89 years,36
E09000022,Lambeth,Arrived in the UK: Aged 90 years and over,13
E09000023,Lewisham,Born in the UK,193483
E09000023,Lewisham,Arrived in the UK: Aged 0 to 4 years,8409
