category,lad22cd,lad22nm,ward22cd,ward22nm,count_21,count_11,change
Occupancy rating of bedrooms: -1,E09000005,Brent,E05013497,Barnhill,526,527,-1
Occupancy rating of bedrooms: -1,E09000005,Brent,E05013498,Brondesbury Park,459,547,-88
Occupancy rating of bedrooms: -1,E09000005,Brent,E05013499,Cricklewood & Mapesbury,632,757,-125
Occupancy rating of bedrooms: -1,E09000005,Brent,E05013500,Dollis Hill,970,909,61
Occupancy rating of bedrooms: -1,E09000005,Brent,E05013501,Harlesden & Kensal Green,1004,1223,-219
Occupancy rating of bedrooms: -1,E09000005,Brent,E05013502,Kenton,553,471,82
Occupancy rating of bedrooms: -1,E09000005,Brent,E05013503,Kilburn,801,1023,-222
Occupancy rating of bedrooms: -1,E09000005,Brent,E05013504,Kingsbury,493,364,129
Occupancy rating of bedrooms: -1,E09000005,Brent,E05013505,Northwick Park,366,336,30
Occupancy rating of bedrooms: -1,E09000005,Brent,E05013506,Preston,540,440,100
Occupancy rating of bedrooms: -1,E09000005,Brent,E05013507,Queens Park,498,738,-240
Occupancy rating of bedrooms: -1,E09000005,Brent,E05013508,Queensbury,614,561,53
Occupancy rating of bedrooms: -1,E09000005,Brent,E05013509,Roundwood,910,947,-37
Occupancy rating of bedrooms: -1,E09000005,Brent,E05013510,Stonebridge,1184,1013,171
Occupancy rating of bedrooms: -1,E09000005,Brent,E05013511,Sudbury,709,690,19
Occupancy rating of bedrooms: -1,E09000005,Brent,E05013512,Tokyngton,314,381,-67
Occupancy rating of bedrooms: -1,E09000005,Brent,E05013513,Welsh Harp,787,765,22
Occupancy rating of bedrooms: -1,E09000005,Brent,E05013514,Wembley Central,897,803,94
Occupancy rating of bedrooms: -1,E09000005,Brent,E05013515,Wembley Hill,700,635,65
Occupancy rating of bedrooms: -1,E09000005,Brent,E05013516,Wembley Park,326,147,179
Occupancy rating of bedrooms: -1,E09000005,Brent,E05013517,Willesden Green,863,1053,-190
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013518,Central Greenford,505,457,48
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013519,Dormers Wells,727,641,86
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013520,Ealing Broadway,356,405,-49
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013521,Ealing Common,439,507,-68
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013522,East Acton,665,671,-6
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013523,Greenford Broadway,790,701,89
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013524,Hanger Hill,457,467,-10
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013525,Hanwell Broadway,594,596,-2
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013526,Lady Margaret,584,595,-11
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013527,North Acton,625,642,-17
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013528,North Greenford,584,535,49
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013529,North Hanwell,529,530,-1
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013530,Northfield,300,346,-46
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013531,Northolt Mandeville,817,666,151
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013532,Northolt West End,921,816,105
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013533,Norwood Green,735,640,95
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013534,Perivale,577,568,9
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013535,Pitshanger,490,476,14
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013536,South Acton,776,928,-152
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013537,Southall Broadway,472,443,29
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013538,Southall Green,914,666,248
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013539,Southall West,343,279,64
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013540,Southfield,295,423,-128
Occupancy rating of bedrooms: -1,E09000009,Ealing,E05013541,Walpole,338,474,-136
Occupancy rating of bedrooms: -1,E09000015,Harrow,E05013542,Belmont,190,175,15
Occupancy rating of bedrooms: -1,E09000015,Harrow,E05013543,Canons,219,182,37
Occupancy rating of bedrooms: -1,E09000015,Harrow,E05013544,Centenary,417,340,77
Occupancy rating of bedrooms: -1,E09000015,Harrow,E05013545,Edgware,646,492,154
Occupancy rating of bedrooms: -1,E09000015,Harrow,E05013546,Greenhill,544,345,199
Occupancy rating of bedrooms: -1,E09000015,Harrow,E05013547,Harrow on the Hill,395,307,88
Occupancy rating of bedrooms: -1,E09000015,Harrow,E05013548,Harrow Weald,445,380,65
Occupancy rating of bedrooms: -1,E09000015,Harrow,E05013549,Hatch End,184,150,34
Occupancy rating of bedrooms: -1,E09000015,Harrow,E05013550,Headstone,399,351,48
Occupancy rating of bedrooms: -1,E09000015,Harrow,E05013551,Kenton East,545,529,16
Occupancy rating of bedrooms: -1,E09000015,Harrow,E05013552,Kenton West,206,214,-8
Occupancy rating of bedrooms: -1,E09000015,Harrow,E05013553,Marlborough,546,400,146
Occupancy rating of bedrooms: -1,E09000015,Harrow,E05013554,North Harrow,248,214,34
Occupancy rating of bedrooms: -1,E09000015,Harrow,E05013555,Pinner,300,217,83
Occupancy rating of bedrooms: -1,E09000015,Harrow,E05013556,Pinner South,229,184,45
Occupancy rating of bedrooms: -1,E09000015,Harrow,E05013557,Rayners Lane,243,221,22
Occupancy rating of bedrooms: -1,E09000015,Harrow,E05013558,Roxbourne,425,345,80
Occupancy rating of bedrooms: -1,E09000015,Harrow,E05013559,Roxeth,653,570,83
Occupancy rating of bedrooms: -1,E09000015,Harrow,E05013560,Stanmore,373,238,135
Occupancy rating of bedrooms: -1,E09000015,Harrow,E05013561,Wealdstone North,464,388,76
Occupancy rating of bedrooms: -1,E09000015,Harrow,E05013562,Wealdstone South,386,354,32
Occupancy rating of bedrooms: -1,E09000015,Harrow,E05013563,West Harrow,386,329,57
Occupancy rating of bedrooms: -1,E09000017,Hillingdon,E05013564,Belmore,674,609,65
Occupancy rating of bedrooms: -1,E09000017,Hillingdon,E05013565,Charville,377,309,68
Occupancy rating of bedrooms: -1,E09000017,Hillingdon,E05013566,Colham & Cowley,640,534,106
Occupancy rating of bedrooms: -1,E09000017,Hillingdon,E05013567,Eastcote,238,192,46
Occupancy rating of bedrooms: -1,E09000017,Hillingdon,E05013568,Harefield Village,132,110,22
Occupancy rating of bedrooms: -1,E09000017,Hillingdon,E05013569,Hayes Town,822,545,277
Occupancy rating of bedrooms: -1,E09000017,Hillingdon,E05013570,Heathrow Villages,788,505,283
Occupancy rating of bedrooms: -1,E09000017,Hillingdon,E05013571,Hillingdon East,426,360,66
Occupancy rating of bedrooms: -1,E09000017,Hillingdon,E05013572,Hillingdon West,263,178,85
Occupancy rating of bedrooms: -1,E09000017,Hillingdon,E05013573,Ickenham & South Harefield,198,161,37
Occupancy rating of bedrooms: -1,E09000017,Hillingdon,E05013574,Northwood,202,158,44
Occupancy rating of bedrooms: -1,E09000017,Hillingdon,E05013575,Northwood Hills,307,217,90
Occupancy rating of bedrooms: -1,E09000017,Hillingdon,E05013576,Pinkwell,721,677,44
Occupancy rating of bedrooms: -1,E09000017,Hillingdon,E05013577,Ruislip,248,219,29
Occupancy rating of bedrooms: -1,E09000017,Hillingdon,E05013578,Ruislip Manor,168,153,15
Occupancy rating of bedrooms: -1,E09000017,Hillingdon,E05013579,South Ruislip,403,335,68
Occupancy rating of bedrooms: -1,E09000017,Hillingdon,E05013580,Uxbridge,541,429,112
Occupancy rating of bedrooms: -1,E09000017,Hillingdon,E05013581,West Drayton,684,495,189
Occupancy rating of bedrooms: -1,E09000017,Hillingdon,E05013582,Wood End,883,698,185
Occupancy rating of bedrooms: -1,E09000017,Hillingdon,E05013583,Yeading,728,681,47
Occupancy rating of bedrooms: -1,E09000017,Hillingdon,E05013584,Yiewsley,557,407,150
Occupancy rating of bedrooms: -1,E09000014,Haringey,E05013585,Alexandra Park,173,188,-15
Occupancy rating of bedrooms: -1,E09000014,Haringey,E05013586,Bounds Green,506,538,-32
Occupancy rating of bedrooms: -1,E09000014,Haringey,E05013587,Bruce Castle,890,914,-24
Occupancy rating of bedrooms: -1,E09000014,Haringey,E05013588,Crouch End,277,411,-134
Occupancy rating of bedrooms: -1,E09000014,Haringey,E05013589,Fortis Green,243,272,-29
Occupancy rating of bedrooms: -1,E09000014,Haringey,E05013590,Harringay,558,810,-252
Occupancy rating of bedrooms: -1,E09000014,Haringey,E05013591,Hermitage & Gardens,369,487,-118
Occupancy rating of bedrooms: -1,E09000014,Haringey,E05013592,Highgate,207,421,-214
Occupancy rating of bedrooms: -1,E09000014,Haringey,E05013593,Hornsey,413,568,-155
Occupancy rating of bedrooms: -1,E09000014,Haringey,E05013594,Muswell Hill,153,244,-91
Occupancy rating of bedrooms: -1,E09000014,Haringey,E05013595,Noel Park,713,897,-184
Occupancy rating of bedrooms: -1,E09000014,Haringey,E05013596,Northumberland Park,1025,975,50
Occupancy rating of bedrooms: -1,E09000014,Haringey,E05013597,St Ann's,516,644,-128
Occupancy rating of bedrooms: -1,E09000014,Haringey,E05013598,Seven Sisters,543,611,-68
Occupancy rating of bedrooms: -1,E09000014,Haringey,E05013599,South Tottenham,839,872,-33
Occupancy rating of bedrooms: -1,E09000014,Haringey,E05013600,Stroud Green,281,559,-278
Occupancy rating of bedrooms: -1,E09000014,Haringey,E05013601,Tottenham Central,725,792,-67
Occupancy rating of bedrooms: -1,E09000014,Haringey,E05013602,Tottenham Hale,570,383,187
Occupancy rating of bedrooms: -1,E09000014,Haringey,E05013603,West Green,739,880,-141
Occupancy rating of bedrooms: -1,E09000014,Haringey,E05013604,White Hart Lane,643,823,-180
Occupancy rating of bedrooms: -1,E09000014,Haringey,E05013605,Woodside,825,877,-52
Occupancy rating of bedrooms: -1,E09000018,Hounslow,E05013606,Bedfont,631,452,179
Occupancy rating of bedrooms: -1,E09000018,Hounslow,E05013607,Brentford East,509,320,189
Occupancy rating of bedrooms: -1,E09000018,Hounslow,E05013608,Brentford West,255,229,26
Occupancy rating of bedrooms: -1,E09000018,Hounslow,E05013609,Chiswick Gunnersbury,280,301,-21
Occupancy rating of bedrooms: -1,E09000018,Hounslow,E05013610,Chiswick Homefields,256,290,-34
Occupancy rating of bedrooms: -1,E09000018,Hounslow,E05013611,Chiswick Riverside,183,205,-22
Occupancy rating of bedrooms: -1,E09000018,Hounslow,E05013612,Cranford,779,648,131
Occupancy rating of bedrooms: -1,E09000018,Hounslow,E05013613,Feltham North,486,377,109
Occupancy rating of bedrooms: -1,E09000018,Hounslow,E05013614,Feltham West,720,646,74
Occupancy rating of bedrooms: -1,E09000018,Hounslow,E05013615,Hanworth Park,389,238,151
Occupancy rating of bedrooms: -1,E09000018,Hounslow,E05013616,Hanworth Village,668,558,110
Occupancy rating of bedrooms: -1,E09000018,Hounslow,E05013617,Heston Central,601,532,69
Occupancy rating of bedrooms: -1,E09000018,Hounslow,E05013618,Heston East,443,419,24
Occupancy rating of bedrooms: -1,E09000018,Hounslow,E05013619,Heston West,670,658,12
Occupancy rating of bedrooms: -1,E09000018,Hounslow,E05013620,Hounslow Central,770,555,215
Occupancy rating of bedrooms: -1,E09000018,Hounslow,E05013621,Hounslow East,426,293,133
Occupancy rating of bedrooms: -1,E09000018,Hounslow,E05013622,Hounslow Heath,843,794,49
Occupancy rating of bedrooms: -1,E09000018,Hounslow,E05013623,Hounslow South,372,388,-16
Occupancy rating of bedrooms: -1,E09000018,Hounslow,E05013624,Hounslow West,836,584,252
Occupancy rating of bedrooms: -1,E09000018,Hounslow,E05013625,Isleworth,530,413,117
Occupancy rating of bedrooms: -1,E09000018,Hounslow,E05013626,Osterley & Spring Grove,428,332,96
Occupancy rating of bedrooms: -1,E09000018,Hounslow,E05013627,Syon & Brentford Lock,462,395,67
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013628,Barnet Vale,368,327,41
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013629,Brunswick Park,300,317,-17
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013630,Burnt Oak,1143,914,229
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013631,Childs Hill,543,728,-185
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013632,Colindale North,737,657,80
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013633,Colindale South,914,362,552
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013634,Cricklewood,443,430,13
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013635,East Barnet,390,349,41
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013636,East Finchley,462,594,-132
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013637,Edgware,532,455,77
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013638,Edgwarebury,339,299,40
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013639,Finchley Church End,456,506,-50
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013640,Friern Barnet,676,704,-28
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013641,Garden Suburb,136,190,-54
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013642,Golders Green,350,411,-61
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013643,Hendon,765,791,-26
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013644,High Barnet,199,180,19
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013645,Mill Hill,354,396,-42
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013646,Totteridge & Woodside,228,220,8
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013647,Underhill,315,360,-45
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013648,West Finchley,538,658,-120
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013649,West Hendon,748,798,-50
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013650,Whetstone,210,211,-1
Occupancy rating of bedrooms: -1,E09000003,Barnet,E05013651,Woodhouse,480,435,45
Occupancy rating of bedrooms: -1,E09000007,Camden,E05013652,Belsize,165,354,-189
Occupancy rating of bedrooms: -1,E09000007,Camden,E05013653,Bloomsbury,298,600,-302
Occupancy rating of bedrooms: -1,E09000007,Camden,E05013654,Camden Square,296,393,-97
Occupancy rating of bedrooms: -1,E09000007,Camden,E05013655,Camden Town,274,326,-52
Occupancy rating of bedrooms: -1,E09000007,Camden,E05013656,Fortune Green,341,417,-76
Occupancy rating of bedrooms: -1,E09000007,Camden,E05013657,Frognal,110,144,-34
Occupancy rating of bedrooms: -1,E09000007,Camden,E05013658,Gospel Oak,461,621,-160
Occupancy rating of bedrooms: -1,E09000007,Camden,E05013659,Hampstead Town,78,146,-68
Occupancy rating of bedrooms: -1,E09000007,Camden,E05013660,Haverstock,533,664,-131
Occupancy rating of bedrooms: -1,E09000007,Camden,E05013661,Highgate,249,327,-78
Occupancy rating of bedrooms: -1,E09000007,Camden,E05013662,Holborn & Covent Garden,446,588,-142
Occupancy rating of bedrooms: -1,E09000007,Camden,E05013663,Kentish Town North,207,343,-136
Occupancy rating of bedrooms: -1,E09000007,Camden,E05013664,Kentish Town South,358,479,-121
Occupancy rating of bedrooms: -1,E09000007,Camden,E05013665,Kilburn,620,676,-56
Occupancy rating of bedrooms: -1,E09000007,Camden,E05013666,King's Cross,433,601,-168
Occupancy rating of bedrooms: -1,E09000007,Camden,E05013667,Primrose Hill,315,375,-60
Occupancy rating of bedrooms: -1,E09000007,Camden,E05013668,Regent's Park,565,717,-152
Occupancy rating of bedrooms: -1,E09000007,Camden,E05013669,St Pancras & Somers Town,685,802,-117
Occupancy rating of bedrooms: -1,E09000007,Camden,E05013670,South Hampstead,349,457,-108
Occupancy rating of bedrooms: -1,E09000007,Camden,E05013671,West Hampstead,335,445,-110
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013672,Arnos Grove,179,159,20
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013673,Bowes,503,397,106
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013674,Brimsdown,710,576,134
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013675,Bullsmoor,464,358,106
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013676,Bush Hill Park,206,215,-9
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013677,Carterhatch,604,487,117
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013678,Cockfosters,180,180,0
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013679,Edmonton Green,1043,1057,-14
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013680,Enfield Lock,852,666,186
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013681,Grange Park,153,119,34
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013682,Haselbury,834,817,17
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013683,Highfield,235,258,-23
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013684,Jubilee,743,613,130
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013685,Lower Edmonton,868,824,44
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013686,New Southgate,437,500,-63
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013687,Oakwood,153,162,-9
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013688,Palmers Green,407,383,24
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013689,Ponders End,728,692,36
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013690,Ridgeway,270,243,27
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013691,Southbury,558,477,81
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013692,Southgate,448,429,19
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013693,Town,294,223,71
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013694,Upper Edmonton,1015,859,156
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013695,Whitewebbs,432,400,32
Occupancy rating of bedrooms: -1,E09000010,Enfield,E05013696,Winchmore Hill,259,234,25
Occupancy rating of bedrooms: -1,E09000019,Islington,E05013697,Arsenal,493,494,-1
Occupancy rating of bedrooms: -1,E09000019,Islington,E05013698,Barnsbury,317,378,-61
Occupancy rating of bedrooms: -1,E09000019,Islington,E05013699,Bunhill,429,429,0
Occupancy rating of bedrooms: -1,E09000019,Islington,E05013700,Caledonian,460,550,-90
Occupancy rating of bedrooms: -1,E09000019,Islington,E05013701,Canonbury,476,560,-84
Occupancy rating of bedrooms: -1,E09000019,Islington,E05013702,Clerkenwell,356,394,-38
Occupancy rating of bedrooms: -1,E09000019,Islington,E05013703,Finsbury Park,650,661,-11
Occupancy rating of bedrooms: -1,E09000019,Islington,E05013704,Highbury,338,416,-78
Occupancy rating of bedrooms: -1,E09000019,Islington,E05013705,Hillrise,588,593,-5
Occupancy rating of bedrooms: -1,E09000019,Islington,E05013706,Holloway,492,550,-58
Occupancy rating of bedrooms: -1,E09000019,Islington,E05013707,Junction,467,557,-90
Occupancy rating of bedrooms: -1,E09000019,Islington,E05013708,Laycock,453,464,-11
Occupancy rating of bedrooms: -1,E09000019,Islington,E05013709,Mildmay,508,583,-75
Occupancy rating of bedrooms: -1,E09000019,Islington,E05013710,St Mary's & St James',334,438,-104
Occupancy rating of bedrooms: -1,E09000019,Islington,E05013711,St Peter's & Canalside,366,357,9
Occupancy rating of bedrooms: -1,E09000019,Islington,E05013712,Tollington,533,655,-122
Occupancy rating of bedrooms: -1,E09000019,Islington,E05013713,Tufnell Park,435,505,-70
Occupancy rating of bedrooms: -1,E09000023,Lewisham,E05013714,Bellingham,547,508,39
Occupancy rating of bedrooms: -1,E09000023,Lewisham,E05013715,Blackheath,477,525,-48
Occupancy rating of bedrooms: -1,E09000023,Lewisham,E05013716,Brockley,613,860,-247
Occupancy rating of bedrooms: -1,E09000023,Lewisham,E05013717,Catford South,520,456,64
Occupancy rating of bedrooms: -1,E09000023,Lewisham,E05013718,Crofton Park,358,504,-146
Occupancy rating of bedrooms: -1,E09000023,Lewisham,E05013719,Deptford,787,845,-58
Occupancy rating of bedrooms: -1,E09000023,Lewisham,E05013720,Downham,807,719,88
Occupancy rating of bedrooms: -1,E09000023,Lewisham,E05013721,Evelyn,766,660,106
Occupancy rating of bedrooms: -1,E09000023,Lewisham,E05013722,Forest Hill,462,551,-89
Occupancy rating of bedrooms: -1,E09000023,Lewisham,E05013723,Grove Park,516,480,36
Occupancy rating of bedrooms: -1,E09000023,Lewisham,E05013724,Hither Green,748,806,-58
Occupancy rating of bedrooms: -1,E09000023,Lewisham,E05013725,Ladywell,543,692,-149
Occupancy rating of bedrooms: -1,E09000023,Lewisham,E05013726,Lee Green,388,420,-32
Occupancy rating of bedrooms: -1,E09000023,Lewisham,E05013727,Lewisham Central,363,229,134
Occupancy rating of bedrooms: -1,E09000023,Lewisham,E05013728,New Cross Gate,624,549,75
Occupancy rating of bedrooms: -1,E09000023,Lewisham,E05013729,Perry Vale,566,680,-114
Occupancy rating of bedrooms: -1,E09000023,Lewisham,E05013730,Rushey Green,817,847,-30
Occupancy rating of bedrooms: -1,E09000023,Lewisham,E05013731,Sydenham,647,600,47
Occupancy rating of bedrooms: -1,E09000023,Lewisham,E05013732,Telegraph Hill,683,772,-89
Occupancy rating of bedrooms: -1,E09000013,Hammersmith and Fulham,E05013733,Addison,312,433,-121
Occupancy rating of bedrooms: -1,E09000013,Hammersmith and Fulham,E05013734,Avonmore,246,414,-168
Occupancy rating of bedrooms: -1,E09000013,Hammersmith and Fulham,E05013735,Brook Green,247,317,-70
Occupancy rating of bedrooms: -1,E09000013,Hammersmith and Fulham,E05013736,College Park & Old Oak,438,457,-19
Occupancy rating of bedrooms: -1,E09000013,Hammersmith and Fulham,E05013737,Coningham,471,582,-111
Occupancy rating of bedrooms: -1,E09000013,Hammersmith and Fulham,E05013738,Fulham Reach,315,567,-252
Occupancy rating of bedrooms: -1,E09000013,Hammersmith and Fulham,E05013739,Fulham Town,142,302,-160
Occupancy rating of bedrooms: -1,E09000013,Hammersmith and Fulham,E05013740,Grove,179,272,-93
Occupancy rating of bedrooms: -1,E09000013,Hammersmith and Fulham,E05013741,Hammersmith Broadway,293,315,-22
Occupancy rating of bedrooms: -1,E09000013,Hammersmith and Fulham,E05013742,Lillie,259,336,-77
Occupancy rating of bedrooms: -1,E09000013,Hammersmith and Fulham,E05013743,Munster,241,462,-221
Occupancy rating of bedrooms: -1,E09000013,Hammersmith and Fulham,E05013744,Palace & Hurlingham,212,304,-92
Occupancy rating of bedrooms: -1,E09000013,Hammersmith and Fulham,E05013745,Parsons Green & Sandford,117,207,-90
Occupancy rating of bedrooms: -1,E09000013,Hammersmith and Fulham,E05013746,Ravenscourt,230,295,-65
Occupancy rating of bedrooms: -1,E09000013,Hammersmith and Fulham,E05013747,Sands End,378,427,-49
Occupancy rating of bedrooms: -1,E09000013,Hammersmith and Fulham,E05013748,Shepherd's Bush Green,347,353,-6
Occupancy rating of bedrooms: -1,E09000013,Hammersmith and Fulham,E05013749,Walham Green,277,351,-74
Occupancy rating of bedrooms: -1,E09000013,Hammersmith and Fulham,E05013750,Wendell Park,229,284,-55
Occupancy rating of bedrooms: -1,E09000013,Hammersmith and Fulham,E05013751,West Kensington,465,634,-169
Occupancy rating of bedrooms: -1,E09000013,Hammersmith and Fulham,E05013752,White City,542,606,-64
Occupancy rating of bedrooms: -1,E09000013,Hammersmith and Fulham,E05013753,Wormholt,269,351,-82
Occupancy rating of bedrooms: -1,E09000029,Sutton,E05013754,Beddington,200,144,56
Occupancy rating of bedrooms: -1,E09000029,Sutton,E05013755,Belmont,271,178,93
Occupancy rating of bedrooms: -1,E09000029,Sutton,E05013756,Carshalton Central,209,152,57
Occupancy rating of bedrooms: -1,E09000029,Sutton,E05013757,Carshalton South & Clockhouse,123,98,25
Occupancy rating of bedrooms: -1,E09000029,Sutton,E05013758,Cheam,117,103,14
Occupancy rating of bedrooms: -1,E09000029,Sutton,E05013759,Hackbridge,221,165,56
Occupancy rating of bedrooms: -1,E09000029,Sutton,E05013760,North Cheam,188,137,51
Occupancy rating of bedrooms: -1,E09000029,Sutton,E05013761,St Helier East,326,286,40
Occupancy rating of bedrooms: -1,E09000029,Sutton,E05013762,St Helier West,491,381,110
Occupancy rating of bedrooms: -1,E09000029,Sutton,E05013763,South Beddington & Roundshaw,302,227,75
Occupancy rating of bedrooms: -1,E09000029,Sutton,E05013764,Stonecot,132,100,32
Occupancy rating of bedrooms: -1,E09000029,Sutton,E05013765,Sutton Central,608,257,351
Occupancy rating of bedrooms: -1,E09000029,Sutton,E05013766,Sutton North,263,184,79
Occupancy rating of bedrooms: -1,E09000029,Sutton,E05013767,Sutton South,459,249,210
Occupancy rating of bedrooms: -1,E09000029,Sutton,E05013768,Sutton West & East Cheam,294,208,86
Occupancy rating of bedrooms: -1,E09000029,Sutton,E05013769,The Wrythe,265,173,92
Occupancy rating of bedrooms: -1,E09000029,Sutton,E05013770,Wallington North,300,199,101
Occupancy rating of bedrooms: -1,E09000029,Sutton,E05013771,Wallington South,288,205,83
Occupancy rating of bedrooms: -1,E09000029,Sutton,E05013772,Worcester Park North,156,117,39
Occupancy rating of bedrooms: -1,E09000029,Sutton,E05013773,Worcester Park South,49,69,-20
Occupancy rating of bedrooms: -1,E09000027,Richmond upon Thames,E05013774,Barnes,132,159,-27
Occupancy rating of bedrooms: -1,E09000027,Richmond upon Thames,E05013775,East Sheen,90,112,-22
Occupancy rating of bedrooms: -1,E09000027,Richmond upon Thames,E05013776,Fulwell & Hampton Hill,104,125,-21
Occupancy rating of bedrooms: -1,E09000027,Richmond upon Thames,E05013777,"Ham, Petersham & Richmond Riverside",172,141,31
Occupancy rating of bedrooms: -1,E09000027,Richmond upon Thames,E05013778,Hampton,140,137,3
Occupancy rating of bedrooms: -1,E09000027,Richmond upon Thames,E05013779,Hampton North,223,191,32
Occupancy rating of bedrooms: -1,E09000027,Richmond upon Thames,E05013780,Hampton Wick & South Teddington,176,142,34
Occupancy rating of bedrooms: -1,E09000027,Richmond upon Thames,E05013781,Heathfield,287,267,20
Occupancy rating of bedrooms: -1,E09000027,Richmond upon Thames,E05013782,Kew,156,174,-18
Occupancy rating of bedrooms: -1,E09000027,Richmond upon Thames,E05013783,Mortlake & Barnes Common,199,197,2
Occupancy rating of bedrooms: -1,E09000027,Richmond upon Thames,E05013784,North Richmond,165,154,11
Occupancy rating of bedrooms: -1,E09000027,Richmond upon Thames,E05013785,St Margarets & North Twickenham,139,113,26
Occupancy rating of bedrooms: -1,E09000027,Richmond upon Thames,E05013786,South Richmond,156,132,24
Occupancy rating of bedrooms: -1,E09000027,Richmond upon Thames,E05013787,South Twickenham,101,85,16
Occupancy rating of bedrooms: -1,E09000027,Richmond upon Thames,E05013788,Teddington,109,117,-8
Occupancy rating of bedrooms: -1,E09000027,Richmond upon Thames,E05013789,Twickenham Riverside,163,164,-1
Occupancy rating of bedrooms: -1,E09000027,Richmond upon Thames,E05013790,West Twickenham,169,130,39
Occupancy rating of bedrooms: -1,E09000027,Richmond upon Thames,E05013791,Whitton,155,160,-5
Occupancy rating of bedrooms: -1,E09000033,Westminster,E05013792,Abbey Road,321,436,-115
Occupancy rating of bedrooms: -1,E09000033,Westminster,E05013793,Bayswater,319,587,-268
Occupancy rating of bedrooms: -1,E09000033,Westminster,E05013794,Church Street,687,808,-121
Occupancy rating of bedrooms: -1,E09000033,Westminster,E05013795,Harrow Road,614,692,-78
Occupancy rating of bedrooms: -1,E09000033,Westminster,E05013796,Hyde Park,299,392,-93
