category,lad22cd,lad22nm,ward22cd,ward22nm,count_21,count_11,change
Occupancy rating of bedrooms: 0,E09000024,Merton,E05013811,Cannon Hill,704,712,-8
Occupancy rating of bedrooms: 0,E09000024,Merton,E05013812,Colliers Wood,2100,1889,211
Occupancy rating of bedrooms: 0,E09000024,Merton,E05013813,Cricket Green,1850,1716,134
Occupancy rating of bedrooms: 0,E09000024,Merton,E05013814,Figge's Marsh,1564,1516,48
Occupancy rating of bedrooms: 0,E09000024,Merton,E05013815,Graveney,1321,1304,17
Occupancy rating of bedrooms: 0,E09000024,Merton,E05013816,Hillside,1463,1473,-10
Occupancy rating of bedrooms: 0,E09000024,Merton,E05013817,Lavender Fields,1871,1766,105
Occupancy rating of bedrooms: 0,E09000024,Merton,E05013818,Longthornton,1281,1139,142
Occupancy rating of bedrooms: 0,E09000024,Merton,E05013819,Lower Morden,1022,927,95
Occupancy rating of bedrooms: 0,E09000024,Merton,E05013820,Merton Park,678,625,53
Occupancy rating of bedrooms: 0,E09000024,Merton,E05013821,Pollards Hill,1303,1147,156
Occupancy rating of bedrooms: 0,E09000024,Merton,E05013822,Ravensbury,1177,1077,100
Occupancy rating of bedrooms: 0,E09000024,Merton,E05013823,Raynes Park,1662,1675,-13
Occupancy rating of bedrooms: 0,E09000024,Merton,E05013824,St Helier,1585,1429,156
Occupancy rating of bedrooms: 0,E09000024,Merton,E05013825,Village,970,920,50
Occupancy rating of bedrooms: 0,E09000024,Merton,E05013826,Wandle,1120,1130,-10
Occupancy rating of bedrooms: 0,E09000024,Merton,E05013827,West Barnes,906,753,153
Occupancy rating of bedrooms: 0,E09000024,Merton,E05013828,Wimbledon Park,1203,1143,60
Occupancy rating of bedrooms: 0,E09000024,Merton,E05013829,Wimbledon Town & Dundonald,1611,1635,-24
Occupancy rating of bedrooms: 0,E09000031,Waltham Forest,E05013882,Cann Hall,2160,2324,-164
Occupancy rating of bedrooms: 0,E09000031,Waltham Forest,E05013883,Cathall,1644,1589,55
Occupancy rating of bedrooms: 0,E09000031,Waltham Forest,E05013884,Chapel End,1669,1700,-31
Occupancy rating of bedrooms: 0,E09000031,Waltham Forest,E05013885,Chingford Green,1375,1356,19
Occupancy rating of bedrooms: 0,E09000031,Waltham Forest,E05013886,Endlebury,906,870,36
Occupancy rating of bedrooms: 0,E09000031,Waltham Forest,E05013887,Forest,2186,2030,156
Occupancy rating of bedrooms: 0,E09000031,Waltham Forest,E05013888,Grove Green,2106,1999,107
Occupancy rating of bedrooms: 0,E09000031,Waltham Forest,E05013889,Hale End & Highams Park South,1036,875,161
Occupancy rating of bedrooms: 0,E09000031,Waltham Forest,E05013890,Hatch Lane & Highams Park North,1519,1481,38
Occupancy rating of bedrooms: 0,E09000031,Waltham Forest,E05013891,High Street,1810,1499,311
Occupancy rating of bedrooms: 0,E09000031,Waltham Forest,E05013892,Higham Hill,1973,1742,231
Occupancy rating of bedrooms: 0,E09000031,Waltham Forest,E05013893,Hoe Street,2423,2246,177
Occupancy rating of bedrooms: 0,E09000031,Waltham Forest,E05013894,Larkswood,1730,1419,311
Occupancy rating of bedrooms: 0,E09000031,Waltham Forest,E05013895,Lea Bridge,2273,2228,45
Occupancy rating of bedrooms: 0,E09000031,Waltham Forest,E05013896,Leyton,2245,2045,200
Occupancy rating of bedrooms: 0,E09000031,Waltham Forest,E05013897,Leytonstone,1976,1964,12
Occupancy rating of bedrooms: 0,E09000031,Waltham Forest,E05013898,Markhouse,1298,1270,28
Occupancy rating of bedrooms: 0,E09000031,Waltham Forest,E05013899,St James,2187,1737,450
Occupancy rating of bedrooms: 0,E09000031,Waltham Forest,E05013900,Upper Walthamstow,937,1016,-79
Occupancy rating of bedrooms: 0,E09000031,Waltham Forest,E05013901,Valley,1529,1423,106
Occupancy rating of bedrooms: 0,E09000031,Waltham Forest,E05013902,William Morris,2183,2159,24
Occupancy rating of bedrooms: 0,E09000031,Waltham Forest,E05013903,Wood Street,1432,1504,-72
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013904,Beckton,2376,2303,73
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013905,Boleyn,1879,1500,379
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013906,Canning Town North,1849,1460,389
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013907,Canning Town South,1469,861,608
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013908,Custom House,2677,2210,467
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013909,East Ham,1558,1594,-36
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013910,East Ham South,2017,2049,-32
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013911,Forest Gate North,1437,1468,-31
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013912,Forest Gate South,2465,2344,121
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013913,Green Street East,1512,1533,-21
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013914,Green Street West,1480,1485,-5
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013915,Little Ilford,2142,2139,3
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013916,Manor Park,1819,1863,-44
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013917,Maryland,2016,2026,-10
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013918,Plaistow North,2357,2233,124
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013919,Plaistow South,1627,1689,-62
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013920,Plaistow West & Canning Town East,2597,2532,65
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013921,Plashet,923,945,-22
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013922,Royal Albert,1886,1412,474
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013923,Royal Victoria,3834,1492,2342
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013924,Stratford,3858,2555,1303
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013925,Stratford Olympic Park,2510,6,2504
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013926,Wall End,1659,1620,39
Occupancy rating of bedrooms: 0,E09000025,Newham,E05013927,West Ham,2184,2195,-11
Occupancy rating of bedrooms: 0,E09000021,Kingston upon Thames,E05013928,Alexandra,434,406,28
Occupancy rating of bedrooms: 0,E09000021,Kingston upon Thames,E05013929,Berrylands,844,857,-13
Occupancy rating of bedrooms: 0,E09000021,Kingston upon Thames,E05013930,Canbury Gardens,1265,877,388
Occupancy rating of bedrooms: 0,E09000021,Kingston upon Thames,E05013931,Chessington South & Malden Rushett,1046,1040,6
Occupancy rating of bedrooms: 0,E09000021,Kingston upon Thames,E05013932,Coombe Hill,596,530,66
Occupancy rating of bedrooms: 0,E09000021,Kingston upon Thames,E05013933,Coombe Vale,894,923,-29
Occupancy rating of bedrooms: 0,E09000021,Kingston upon Thames,E05013934,Green Lane & St James,731,756,-25
Occupancy rating of bedrooms: 0,E09000021,Kingston upon Thames,E05013935,Hook & Chessington North,1017,1048,-31
Occupancy rating of bedrooms: 0,E09000021,Kingston upon Thames,E05013936,King George's & Sunray,624,570,54
Occupancy rating of bedrooms: 0,E09000021,Kingston upon Thames,E05013937,Kingston Gate,1371,1440,-69
Occupancy rating of bedrooms: 0,E09000021,Kingston upon Thames,E05013938,Kingston Town,1820,1727,93
Occupancy rating of bedrooms: 0,E09000021,Kingston upon Thames,E05013939,Motspur Park & Old Malden East,418,432,-14
Occupancy rating of bedrooms: 0,E09000021,Kingston upon Thames,E05013940,New Malden Village,1189,1067,122
Occupancy rating of bedrooms: 0,E09000021,Kingston upon Thames,E05013941,Norbiton,1645,1685,-40
Occupancy rating of bedrooms: 0,E09000021,Kingston upon Thames,E05013942,Old Malden,600,669,-69
Occupancy rating of bedrooms: 0,E09000021,Kingston upon Thames,E05013943,St Mark's & Seething Wells,2289,2257,32
Occupancy rating of bedrooms: 0,E09000021,Kingston upon Thames,E05013944,Surbiton Hill,2213,2159,54
Occupancy rating of bedrooms: 0,E09000021,Kingston upon Thames,E05013945,Tolworth,1215,1226,-11
Occupancy rating of bedrooms: 0,E09000021,Kingston upon Thames,E05013946,Tudor,491,505,-14
Occupancy rating of bedrooms: 0,E09000016,Havering,E05013967,Beam Park,766,645,121
Occupancy rating of bedrooms: 0,E09000016,Havering,E05013968,Cranham,806,801,5
Occupancy rating of bedrooms: 0,E09000016,Havering,E05013969,Elm Park,1647,1585,62
Occupancy rating of bedrooms: 0,E09000016,Havering,E05013970,Emerson Park,460,485,-25
Occupancy rating of bedrooms: 0,E09000016,Havering,E05013971,Gooshays,2552,2434,118
Occupancy rating of bedrooms: 0,E09000016,Havering,E05013972,Hacton,765,761,4
Occupancy rating of bedrooms: 0,E09000016,Havering,E05013973,Harold Wood,1619,1316,303
Occupancy rating of bedrooms: 0,E09000016,Havering,E05013974,Havering-atte-Bower,1627,1480,147
Occupancy rating of bedrooms: 0,E09000016,Havering,E05013975,Heaton,2828,2636,192
Occupancy rating of bedrooms: 0,E09000016,Havering,E05013976,Hylands & Harrow Lodge,1237,1166,71
Occupancy rating of bedrooms: 0,E09000016,Havering,E05013977,Marshalls & Rise Park,866,905,-39
Occupancy rating of bedrooms: 0,E09000016,Havering,E05013978,Mawneys,1478,1353,125
Occupancy rating of bedrooms: 0,E09000016,Havering,E05013979,Rainham & Wennington,1386,1253,133
Occupancy rating of bedrooms: 0,E09000016,Havering,E05013980,Rush Green & Crowlands,2259,1562,697
Occupancy rating of bedrooms: 0,E09000016,Havering,E05013981,St Alban's,1370,1214,156
Occupancy rating of bedrooms: 0,E09000016,Havering,E05013982,St Andrew's,1584,1534,50
Occupancy rating of bedrooms: 0,E09000016,Havering,E05013983,St Edward's,1849,1719,130
Occupancy rating of bedrooms: 0,E09000016,Havering,E05013984,South Hornchurch,1005,980,25
Occupancy rating of bedrooms: 0,E09000016,Havering,E05013985,Squirrels Heath,1546,1478,68
Occupancy rating of bedrooms: 0,E09000016,Havering,E05013986,Upminster,730,733,-3
Occupancy rating of bedrooms: 0,E09000006,Bromley,E05013987,Beckenham Town & Copers Cope,2989,2752,237
Occupancy rating of bedrooms: 0,E09000006,Bromley,E05013988,Bickley & Sundridge,1626,1477,149
Occupancy rating of bedrooms: 0,E09000006,Bromley,E05013989,Biggin Hill,745,722,23
Occupancy rating of bedrooms: 0,E09000006,Bromley,E05013990,Bromley Common & Holwood,2069,1674,395
Occupancy rating of bedrooms: 0,E09000006,Bromley,E05013991,Bromley Town,2483,2025,458
Occupancy rating of bedrooms: 0,E09000006,Bromley,E05013992,Chelsfield,708,726,-18
Occupancy rating of bedrooms: 0,E09000006,Bromley,E05013993,Chislehurst,1115,1029,86
Occupancy rating of bedrooms: 0,E09000006,Bromley,E05013994,Clock House,2437,2442,-5
Occupancy rating of bedrooms: 0,E09000006,Bromley,E05013995,Crystal Palace & Anerley,3024,2873,151
Occupancy rating of bedrooms: 0,E09000006,Bromley,E05013996,Darwin,350,350,0
Occupancy rating of bedrooms: 0,E09000006,Bromley,E05013997,Farnborough & Crofton,1244,1263,-19
Occupancy rating of bedrooms: 0,E09000006,Bromley,E05013998,Hayes & Coney Hall,987,1016,-29
Occupancy rating of bedrooms: 0,E09000006,Bromley,E05013999,Kelsey & Eden Park,1249,1309,-60
Occupancy rating of bedrooms: 0,E09000006,Bromley,E05014000,Mottingham,1555,1497,58
Occupancy rating of bedrooms: 0,E09000006,Bromley,E05014001,Orpington,1054,947,107
Occupancy rating of bedrooms: 0,E09000006,Bromley,E05014002,Penge & Cator,3562,3385,177
Occupancy rating of bedrooms: 0,E09000006,Bromley,E05014003,Petts Wood & Knoll,970,936,34
Occupancy rating of bedrooms: 0,E09000006,Bromley,E05014004,Plaistow,1536,1463,73
Occupancy rating of bedrooms: 0,E09000006,Bromley,E05014005,Shortlands & Park Langley,1847,1857,-10
Occupancy rating of bedrooms: 0,E09000006,Bromley,E05014006,St Mary Cray,2382,2327,55
Occupancy rating of bedrooms: 0,E09000006,Bromley,E05014007,St Paul's Cray,2501,2460,41
Occupancy rating of bedrooms: 0,E09000006,Bromley,E05014008,West Wickham,1029,1059,-30
Occupancy rating of bedrooms: 0,E09000032,Wandsworth,E05014009,Balham,2980,2973,7
Occupancy rating of bedrooms: 0,E09000032,Wandsworth,E05014010,Battersea Park,4143,4220,-77
Occupancy rating of bedrooms: 0,E09000032,Wandsworth,E05014011,East Putney,3178,3008,170
Occupancy rating of bedrooms: 0,E09000032,Wandsworth,E05014012,Falconbrook,2731,2551,180
Occupancy rating of bedrooms: 0,E09000032,Wandsworth,E05014013,Furzedown,2579,2632,-53
Occupancy rating of bedrooms: 0,E09000032,Wandsworth,E05014014,Lavender,2506,2537,-31
Occupancy rating of bedrooms: 0,E09000032,Wandsworth,E05014015,Nine Elms,1569,83,1486
Occupancy rating of bedrooms: 0,E09000032,Wandsworth,E05014016,Northcote,1304,1265,39
Occupancy rating of bedrooms: 0,E09000032,Wandsworth,E05014017,Roehampton,3165,3069,96
Occupancy rating of bedrooms: 0,E09000032,Wandsworth,E05014018,St Mary's,3359,2527,832
Occupancy rating of bedrooms: 0,E09000032,Wandsworth,E05014019,Shaftesbury & Queenstown,3354,3200,154
Occupancy rating of bedrooms: 0,E09000032,Wandsworth,E05014020,South Balham,2181,2234,-53
Occupancy rating of bedrooms: 0,E09000032,Wandsworth,E05014021,Southfields,1546,1615,-69
Occupancy rating of bedrooms: 0,E09000032,Wandsworth,E05014022,Thamesfield,2697,2291,406
Occupancy rating of bedrooms: 0,E09000032,Wandsworth,E05014023,Tooting Bec,2611,2643,-32
Occupancy rating of bedrooms: 0,E09000032,Wandsworth,E05014024,Tooting Broadway,3261,3049,212
Occupancy rating of bedrooms: 0,E09000032,Wandsworth,E05014025,Trinity,2122,2135,-13
Occupancy rating of bedrooms: 0,E09000032,Wandsworth,E05014026,Wandle,1847,1858,-11
Occupancy rating of bedrooms: 0,E09000032,Wandsworth,E05014027,Wandsworth Common,2263,2267,-4
Occupancy rating of bedrooms: 0,E09000032,Wandsworth,E05014028,Wandsworth Town,4001,3305,696
Occupancy rating of bedrooms: 0,E09000032,Wandsworth,E05014029,West Hill,2690,2698,-8
Occupancy rating of bedrooms: 0,E09000032,Wandsworth,E05014030,West Putney,2661,2759,-98
Occupancy rating of bedrooms: 0,E09000002,Barking and Dagenham,E05014053,Abbey,754,628,126
Occupancy rating of bedrooms: 0,E09000002,Barking and Dagenham,E05014054,Alibon,1288,1251,37
Occupancy rating of bedrooms: 0,E09000002,Barking and Dagenham,E05014055,Barking Riverside,1591,924,667
Occupancy rating of bedrooms: 0,E09000002,Barking and Dagenham,E05014056,Beam,992,936,56
Occupancy rating of bedrooms: 0,E09000002,Barking and Dagenham,E05014057,Becontree,1223,1199,24
Occupancy rating of bedrooms: 0,E09000002,Barking and Dagenham,E05014058,Chadwell Heath,1836,1690,146
Occupancy rating of bedrooms: 0,E09000002,Barking and Dagenham,E05014059,Eastbrook & Rush Green,1015,874,141
Occupancy rating of bedrooms: 0,E09000002,Barking and Dagenham,E05014060,Eastbury,2173,2144,29
Occupancy rating of bedrooms: 0,E09000002,Barking and Dagenham,E05014061,Gascoigne,1814,2061,-247
Occupancy rating of bedrooms: 0,E09000002,Barking and Dagenham,E05014062,Goresbrook,2008,1842,166
Occupancy rating of bedrooms: 0,E09000002,Barking and Dagenham,E05014063,Heath,1481,1372,109
Occupancy rating of bedrooms: 0,E09000002,Barking and Dagenham,E05014064,Longbridge,1150,1146,4
Occupancy rating of bedrooms: 0,E09000002,Barking and Dagenham,E05014065,Mayesbrook,2366,1769,597
Occupancy rating of bedrooms: 0,E09000002,Barking and Dagenham,E05014066,Northbury,2048,1728,320
Occupancy rating of bedrooms: 0,E09000002,Barking and Dagenham,E05014067,Parsloes,2338,2118,220
Occupancy rating of bedrooms: 0,E09000002,Barking and Dagenham,E05014068,Thames View,844,719,125
Occupancy rating of bedrooms: 0,E09000002,Barking and Dagenham,E05014069,Valence,2153,2147,6
Occupancy rating of bedrooms: 0,E09000002,Barking and Dagenham,E05014070,Village,2030,2062,-32
Occupancy rating of bedrooms: 0,E09000002,Barking and Dagenham,E05014071,Whalebone,1699,1414,285
Occupancy rating of bedrooms: 0,E09000011,Greenwich,E05014072,Abbey Wood,2428,2432,-4
Occupancy rating of bedrooms: 0,E09000011,Greenwich,E05014073,Blackheath Westcombe,2484,2587,-103
Occupancy rating of bedrooms: 0,E09000011,Greenwich,E05014074,Charlton Hornfair,1705,1622,83
Occupancy rating of bedrooms: 0,E09000011,Greenwich,E05014075,Charlton Village & Riverside,1639,1617,22
Occupancy rating of bedrooms: 0,E09000011,Greenwich,E05014076,East Greenwich,2787,1717,1070
Occupancy rating of bedrooms: 0,E09000011,Greenwich,E05014077,Eltham Page,1162,948,214
Occupancy rating of bedrooms: 0,E09000011,Greenwich,E05014078,Eltham Park & Progress,873,862,11
Occupancy rating of bedrooms: 0,E09000011,Greenwich,E05014079,Eltham Town & Avery Hill,2075,1835,240
Occupancy rating of bedrooms: 0,E09000011,Greenwich,E05014080,Greenwich Creekside,2517,1475,1042
Occupancy rating of bedrooms: 0,E09000011,Greenwich,E05014081,Greenwich Park,1976,1667,309
Occupancy rating of bedrooms: 0,E09000011,Greenwich,E05014082,Greenwich Peninsula,2778,824,1954
Occupancy rating of bedrooms: 0,E09000011,Greenwich,E05014083,Kidbrooke Park,1365,1372,-7
Occupancy rating of bedrooms: 0,E09000011,Greenwich,E05014084,Kidbrooke Village & Sutcliffe,1171,365,806
Occupancy rating of bedrooms: 0,E09000011,Greenwich,E05014085,Middle Park & Horn Park,1165,1170,-5
Occupancy rating of bedrooms: 0,E09000011,Greenwich,E05014086,"Mottingham, Coldharbour & New Eltham",1705,1715,-10
Occupancy rating of bedrooms: 0,E09000011,Greenwich,E05014087,Plumstead & Glyndon,3106,2801,305
Occupancy rating of bedrooms: 0,E09000011,Greenwich,E05014088,Plumstead Common,2112,1874,238
Occupancy rating of bedrooms: 0,E09000011,Greenwich,E05014089,Shooters Hill,1660,1563,97
Occupancy rating of bedrooms: 0,E09000011,Greenwich,E05014090,Thamesmead Moorings,2112,2228,-116
Occupancy rating of bedrooms: 0,E09000011,Greenwich,E05014091,West Thamesmead,1750,1682,68
Occupancy rating of bedrooms: 0,E09000011,Greenwich,E05014092,Woolwich Arsenal,3125,1834,1291
Occupancy rating of bedrooms: 0,E09000011,Greenwich,E05014093,Woolwich Common,2345,1978,367
Occupancy rating of bedrooms: 0,E09000011,Greenwich,E05014094,Woolwich Dockyard,2285,2528,-243
Occupancy rating of bedrooms: 0,E09000022,Lambeth,E05014095,Brixton Acre Lane,3545,3367,178
Occupancy rating of bedrooms: 0,E09000022,Lambeth,E05014096,Brixton North,3432,3169,263
Occupancy rating of bedrooms: 0,E09000022,Lambeth,E05014097,Brixton Rush Common,2884,3021,-137
Occupancy rating of bedrooms: 0,E09000022,Lambeth,E05014098,Brixton Windrush,2450,2029,421
Occupancy rating of bedrooms: 0,E09000022,Lambeth,E05014099,Clapham Common & Abbeville,1815,1567,248
Occupancy rating of bedrooms: 0,E09000022,Lambeth,E05014100,Clapham East,2346,2123,223
Occupancy rating of bedrooms: 0,E09000022,Lambeth,E05014101,Clapham Park,2676,2400,276
Occupancy rating of bedrooms: 0,E09000022,Lambeth,E05014102,Clapham Town,3420,3182,238
Occupancy rating of bedrooms: 0,E09000022,Lambeth,E05014103,Gipsy Hill,1969,1968,1
Occupancy rating of bedrooms: 0,E09000022,Lambeth,E05014104,Herne Hill & Loughborough Junction,2896,2965,-69
Occupancy rating of bedrooms: 0,E09000022,Lambeth,E05014105,Kennington,3359,3138,221
Occupancy rating of bedrooms: 0,E09000022,Lambeth,E05014106,Knight's Hill,2700,2771,-71
Occupancy rating of bedrooms: 0,E09000022,Lambeth,E05014107,Myatt's Fields,2327,1964,363
Occupancy rating of bedrooms: 0,E09000022,Lambeth,E05014108,Oval,2921,2773,148
Occupancy rating of bedrooms: 0,E09000022,Lambeth,E05014109,St Martin's,2035,2029,6
Occupancy rating of bedrooms: 0,E09000022,Lambeth,E05014110,Stockwell East,2373,2040,333
Occupancy rating of bedrooms: 0,E09000022,Lambeth,E05014111,Stockwell West & Larkhall,3551,3098,453
Occupancy rating of bedrooms: 0,E09000022,Lambeth,E05014112,Streatham Common & Vale,2263,2279,-16
Occupancy rating of bedrooms: 0,E09000022,Lambeth,E05014113,Streatham Hill East,1819,1731,88
