lad22cd,lad22nm,category,count_21
E09000030,Tower Hamlets,Other European language (EU): Polish,1740
E09000030,Tower Hamlets,Other European language (EU): Slovak,188
E09000030,Tower Hamlets,Other European language (EU): Czech,218
E09000030,Tower Hamlets,Other European language (EU): Romanian,1818
E09000030,Tower Hamlets,Other European language (EU): Lithuanian,986
E09000030,Tower Hamlets,Other European language (EU): Latvian,131
E09000030,Tower Hamlets,Other European language (EU): Hungarian,823
E09000030,Tower Hamlets,Other European language (EU): Bulgarian,798
E09000030,Tower Hamlets,Other European language (EU): Greek,1750
E09000030,Tower Hamlets,Other European language (EU): Dutch,408
E09000030,Tower Hamlets,Other European language (EU): Swedish,370
E09000030,Tower Hamlets,Other European language (EU): Danish,221
E09000030,Tower Hamlets,Other European language (EU): Finnish,105
E09000030,Tower Hamlets,Other European language (EU): Estonian,42
E09000030,Tower Hamlets,Other European language (EU): Slovenian,45
E09000030,Tower Hamlets,Other European language (EU): Maltese,43
E09000030,Tower Hamlets,Other European language (EU): Any other European language (EU),189
E09000030,Tower Hamlets,Other European language (non EU): Albanian,299
E09000030,Tower Hamlets,Other European language (non EU): Ukrainian,256
E09000030,Tower Hamlets,Other European language (non EU): Any other Eastern European language (non EU),3
E09000030,Tower Hamlets,Other European language (non EU): Northern European language (non EU),197
E09000030,Tower Hamlets,"Other European language (EU and non-EU): Bosnian, Croatian, Serbian, and Montenegrin",255
E09000030,Tower Hamlets,Other European language (non-national): Any Romani language,0
E09000030,Tower Hamlets,Other European language (non-national): Yiddish,14
E09000030,Tower Hamlets,Russian,1906
E09000030,Tower Hamlets,Turkish,1169
E09000030,Tower Hamlets,Arabic,1575
E09000030,Tower Hamlets,West or Central Asian language: Hebrew,98
E09000030,Tower Hamlets,West or Central Asian language: Kurdish,174
E09000030,Tower Hamlets,West or Central Asian language: Persian or Farsi,291
E09000030,Tower Hamlets,West or Central Asian language: Pashto,117
E09000030,Tower Hamlets,West or Central Asian language: Any other West or Central Asian language,215
E09000030,Tower Hamlets,South Asian language: Urdu,633
E09000030,Tower Hamlets,South Asian language: Hindi,581
