OA21CD,LSOA21CD,MSOA21CD,LAD22CD,LAD22NM,WD22CD,WD22NM,area_of_OA_inside_ward
E00000150,E01000032,E02000003,E09000002,Barking and Dagenham,E05014058,Chadwell Heath,110288.4145
E00000135,E01000032,E02000003,E09000002,Barking and Dagenham,E05014058,Chadwell Heath,42480.438
E00165788,E01032563,E02006782,E09000006,Bromley,E05013720,Downham,14.93358183
E00165788,E01032563,E02006782,E09000006,Bromley,E05014004,Plaistow,61613.39568
E00176458,E01002541,E02000516,E09000017,Hillingdon,E05013526,Lady Margaret,810.5174451
E00176458,E01002541,E02000516,E09000017,Hillingdon,E05013583,Yeading,126728.8474
E00185705,E01004379,E02000901,E09000031,Waltham Forest,E05013889,Hale End & Highams Park South,68965.04018
E00185705,E01004379,E02000901,E09000031,Waltham Forest,E05013890,Hatch Lane & Highams Park North,70.29435754
E00185705,E01004379,E02000901,E09000031,Waltham Forest,E05013894,Larkswood,49.52169157
E00185738,E01003641,E02000763,E09000026,Redbridge,E05011234,Aldborough,51957.64441
E00001040,E01000209,E02000058,E09000003,Barnet,E05013641,Garden Suburb,60345.79819
E00001040,E01000209,E02000058,E09000003,Barnet,E05013642,Golders Green,2481.463481
E00001384,E01000284,E02000035,E09000003,Barnet,E05013650,Whetstone,58462.42929
E00001451,E01000298,E02000046,E09000003,Barnet,E05013648,West Finchley,94733.31851
E00001669,E01000342,E02000086,E09000004,Bexley,E05011220,Blackfen & Lamorbey,41810.11004
E00002282,E01000467,E02000065,E09000004,Bexley,E05011232,Thamesmead East,84590.35354
E00003485,E01000715,E02000138,E09000006,Bromley,E05013987,Beckenham Town & Copers Cope,54143.29199
E00003485,E01000715,E02000138,E09000006,Bromley,E05013999,Kelsey & Eden Park,80.21390028
E00003925,E01000799,E02000130,E09000006,Bromley,E05014002,Penge & Cator,49088.17887
E00005205,E01001044,E02000216,E09000008,Croydon,E05011475,Park Hill & Whitgift,73894.29367
E00005375,E01001079,E02000229,E09000008,Croydon,E05011471,New Addington South,57334.39313
E00005375,E01001079,E02000229,E09000008,Croydon,E05013996,Darwin,98.77345834
E00006637,E01001332,E02000245,E09000009,Ealing,E05013532,Northolt West End,37284.11357
E00006764,E01001360,E02000263,E09000009,Ealing,E05013537,Southall Broadway,55595.53924
E00008793,E01001770,E02000354,E09000012,Hackney,E05009373,Hackney Downs,38750.72218
E00008793,E01001770,E02000354,E09000012,Hackney,E05009380,Lea Bridge,33.74294161
E00010792,E01002155,E02000451,E09000015,Harrow,E05013550,Headstone,1487.240274
E00010792,E01002155,E02000451,E09000015,Harrow,E05013555,Pinner,98658.68262
E00012219,E01002453,E02000507,E09000017,Hillingdon,E05013571,Hillingdon East,97865.62663
E00015551,E01003079,E02000644,E09000022,Lambeth,E05014106,Knight's Hill,63796.40875
E00015551,E01003079,E02000644,E09000022,Lambeth,E05014109,St Martin's,232.7631782
E00015551,E01003079,E02000644,E09000022,Lambeth,E05014113,Streatham Hill East,5710.252598
E00017101,E01003375,E02000710,E09000024,Merton,E05013813,Cricket Green,59818.12494
E00017282,E01003411,E02000702,E09000024,Merton,E05013814,Figge's Marsh,21.61833833
E00017282,E01003411,E02000702,E09000024,Merton,E05013818,Longthornton,86766.6648
E00018596,E01003697,E02006924,E09000026,Redbridge,E05011239,Clayhall,281.1054856
E00018596,E01003697,E02006924,E09000026,Redbridge,E05011241,Cranbrook,6088.314173
E00018596,E01003697,E02006924,E09000026,Redbridge,E05011254,Wanstead Park,105475.5767
E00018596,E01003697,E02006924,E09000026,Redbridge,E05011255,Wanstead Village,637.0771123
E00019857,E01003946,E02000839,E09000028,Southwark,E05011101,Dulwich Wood,43790.09746
E00020419,E01004053,E02000807,E09000028,Southwark,E05011112,Rotherhithe,54227.85235
E00020419,E01004053,E02000807,E09000028,Southwark,E05011117,Surrey Docks,17852.87291
E00020472,E01004064,E02000832,E09000028,Southwark,E05011103,Goose Green,93.10510122
E00020472,E01004064,E02000832,E09000028,Southwark,E05011111,Peckham Rye,290.9819857
E00020472,E01004064,E02000832,E09000028,Southwark,E05011113,Rye Lane,42511.48876
E00020735,E01004116,E02000847,E09000029,Sutton,E05013773,Worcester Park South,62294.63051
E00020942,E01004158,E02000857,E09000029,Sutton,E05013755,Belmont,44102.92836
E00021329,E01004241,E02000875,E09000030,Tower Hamlets,E05009322,Bromley South,44483.05346
E00021329,E01004241,E02000875,E09000030,Tower Hamlets,E05009327,Mile End,134.7046691
E00022692,E01035493,E02000932,E09000032,Wandsworth,E05014011,East Putney,24519.90697
E00022692,E01035493,E02000932,E09000032,Wandsworth,E05014028,Wandsworth Town,17906.31448
E00022377,E01004456,E02000900,E09000031,Waltham Forest,E05013892,Higham Hill,411.4385493
E00022377,E01004456,E02000900,E09000031,Waltham Forest,E05013901,Valley,46678.76751
E00171497,E01004352,E02000896,E09000031,Waltham Forest,E05013885,Chingford Green,64867.25247
E00021925,E01004356,E02000895,E09000031,Waltham Forest,E05013886,Endlebury,66329.88986
E00021400,E01004257,E02000887,E09000030,Tower Hamlets,E05009325,Lansbury,10.83720242
E00021400,E01004257,E02000887,E09000030,Tower Hamlets,E05009327,Mile End,0.26510409
E00021400,E01004257,E02000887,E09000030,Tower Hamlets,E05009328,Poplar,48469.94926
E00020878,E01004146,E02000846,E09000029,Sutton,E05013766,Sutton North,47149.27724
E00020061,E01003989,E02000824,E09000028,Southwark,E05011109,Old Kent Road,83187.35792
E00019801,E01003932,E02006802,E09000028,Southwark,E05011098,Chaucer,0.484965616
E00019801,E01003932,E02006802,E09000028,Southwark,E05011114,St George's,74091.73614
E00174903,E01000259,E02000048,E09000003,Barnet,E05013645,Mill Hill,61091.83953
E00019655,E01003901,E02000798,E09000027,Richmond upon Thames,E05013790,West Twickenham,94314.56311
E00018829,E01003744,E02000751,E09000026,Redbridge,E05011249,Monkhams,88606.75606
E00018825,E01003750,E02000751,E09000026,Redbridge,E05011238,Churchfields,67094.38753
E00018825,E01003750,E02000751,E09000026,Redbridge,E05011249,Monkhams,7813.825211
E00018533,E01003682,E02006925,E09000026,Redbridge,E05011239,Clayhall,106337.1986
E00018129,E01003593,E02000740,E09000025,Newham,E05013920,Plaistow West & Canning Town East,40627.63575
E00016755,E01003308,E02000676,E09000023,Lewisham,E05013729,Perry Vale,34507.55656
E00016528,E01003265,E02000683,E09000023,Lewisham,E05013723,Grove Park,39809.56572
E00016528,E01003265,E02000683,E09000023,Lewisham,E05014004,Plaistow,124.9587292
E00016169,E01003206,E02000659,E09000023,Lewisham,E05013715,Blackheath,65628.35101
E00014839,E01002947,E02000616,E09000021,Kingston upon Thames,E05013931,Chessington South & Malden Rushett,47411.10123
E00014839,E01002947,E02000616,E09000021,Kingston upon Thames,E05013935,Hook & Chessington North,715.1779864
E00183730,E01035668,E02000872,E09000030,Tower Hamlets,E05009333,Spitalfields & Banglatown,32151.65923
E00183730,E01035668,E02000872,E09000030,Tower Hamlets,E05009335,Weavers,23159.0634
E00013101,E01002633,E02000530,E09000018,Hounslow,E05013619,Heston West,52762.41357
E00184506,E01002227,E02000435,E09000015,Harrow,E05013548,Harrow Weald,294.2882068
E00184506,E01002227,E02000435,E09000015,Harrow,E05013560,Stanmore,98263.55442
E00012889,E01002590,E02000547,E09000018,Hounslow,E05013606,Bedfont,0.580195844
E00012889,E01002590,E02000547,E09000018,Hounslow,E05013613,Feltham North,64039.97854
E00012889,E01002590,E02000547,E09000018,Hounslow,E05013614,Feltham West,31.69925401
E00012537,E01002519,E02000515,E09000017,Hillingdon,E05013566,Colham & Cowley,55464.19547
E00012537,E01002519,E02000515,E09000017,Hillingdon,E05013580,Uxbridge,766.6624104
E00012343,E01002475,E02000494,E09000017,Hillingdon,E05013574,Northwood,47887.02718
E00012326,E01002474,E02000495,E09000017,Hillingdon,E05013574,Northwood,56161.42507
E00012326,E01002474,E02000495,E09000017,Hillingdon,E05013575,Northwood Hills,77.10450517
E00012143,E01002437,E02000499,E09000017,Hillingdon,E05013556,Pinner South,0.037235904
E00012143,E01002437,E02000499,E09000017,Hillingdon,E05013567,Eastcote,81618.57453
E00012088,E01002422,E02000511,E09000017,Hillingdon,E05013564,Belmore,2000.272268
E00012088,E01002422,E02000511,E09000017,Hillingdon,E05013565,Charville,55953.21165
E00012071,E01002418,E02000499,E09000017,Hillingdon,E05013556,Pinner South,0.0281712
E00012071,E01002418,E02000499,E09000017,Hillingdon,E05013567,Eastcote,52467.69291
E00011992,E01002400,E02000517,E09000017,Hillingdon,E05013566,Colham & Cowley,106.4152764
E00011992,E01002400,E02000517,E09000017,Hillingdon,E05013582,Wood End,52063.18211
E00011890,E01002382,E02000477,E09000016,Havering,E05013985,Squirrels Heath,42351.18476
E00011834,E01002374,E02000490,E09000016,Havering,E05013984,South Hornchurch,42022.71726
E00011284,E01002258,E02000481,E09000016,Havering,E05013968,Cranham,63787.70357
E00010734,E01002143,E02000437,E09000015,Harrow,E05013548,Harrow Weald,47452.30977
E00010501,E01002092,E02000402,E09000014,Haringey,E05013587,Bruce Castle,82307.02908
E00010326,E01002058,E02000427,E09000014,Haringey,E05013590,Harringay,310.5212909
E00010326,E01002058,E02000427,E09000014,Haringey,E05013591,Hermitage & Gardens,72130.28428
E00008446,E01001701,E02000327,E09000011,Greenwich,E05014089,Shooters Hill,24545.01919
E00008446,E01001701,E02000327,E09000011,Greenwich,E05014093,Woolwich Common,13043.74687
E00007996,E01001610,E02000335,E09000011,Greenwich,E05014078,Eltham Park & Progress,42284.71314
E00007837,E01001578,E02000315,E09000011,Greenwich,E05011232,Thamesmead East,75.69409277
E00007837,E01001578,E02000315,E09000011,Greenwich,E05014072,Abbey Wood,74114.55905
E00007792,E01001567,E02000298,E09000010,Enfield,E05013696,Winchmore Hill,51750.35018
E00190358,E01035710,E02000188,E09000007,Camden,E05013668,Regent's Park,52037.45364
E00007757,E01001569,E02000298,E09000010,Enfield,E05013696,Winchmore Hill,49270.32579
E00007124,E01001438,E02000283,E09000010,Enfield,E05013674,Brimsdown,68486.28246
E00006593,E01001321,E02000240,E09000009,Ealing,E05013531,Northolt Mandeville,70005.34738
E00006370,E01001276,E02000248,E09000009,Ealing,E05013510,Stonebridge,0.190890111
E00006370,E01001276,E02000248,E09000009,Ealing,E05013524,Hanger Hill,74649.2381
E00005728,E01001152,E02000198,E09000008,Croydon,E05011486,Thornton Heath,34649.04219
E00005377,E01001080,E02000229,E09000008,Croydon,E05011471,New Addington South,63983.56392
E00005106,E01001025,E02000236,E09000008,Croydon,E05011466,Coulsdon Town,66217.32568
E00004508,E01000909,E02000166,E09000007,Camden,E05013661,Highgate,52145.3088
E00004069,E01000826,E02000147,E09000006,Bromley,E05014005,Shortlands & Park Langley,97540.50058
E00004011,E01000818,E02006782,E09000006,Bromley,E05014004,Plaistow,74018.36384
E00003976,E01000809,E02000148,E09000006,Bromley,E05013990,Bromley Common & Holwood,373.5804582
E00003976,E01000809,E02000148,E09000006,Bromley,E05014003,Petts Wood & Knoll,66503.51776
E00003901,E01000804,E02000130,E09000006,Bromley,E05014002,Penge & Cator,152931.9569
E00002838,E01000582,E02000124,E09000005,Brent,E05013498,Brondesbury Park,503.8797039
E00002838,E01000582,E02000124,E09000005,Brent,E05013507,Queens Park,54005.86559
E00002739,E01000564,E02000105,E09000005,Brent,E05013505,Northwick Park,59645.1042
E00002739,E01000564,E02000105,E09000005,Brent,E05013511,Sudbury,414.7175493
E00002145,E01000441,E02000071,E09000004,Bexley,E05011228,Northumberland Heath,51886.70686
E00001943,E01032566,E02006785,E09000004,Bexley,E05011224,East Wickham,57943.13314
E00001874,E01000385,E02000092,E09000004,Bexley,E05011229,St Mary's & St James,47478.95542
E00001740,E01000353,E02000075,E09000004,Bexley,E05011219,Bexleyheath,3183.749665
E00001740,E01000353,E02000075,E09000004,Bexley,E05011223,Crook Log,49840.74714
E00001740,E01000353,E02000075,E09000004,Bexley,E05011233,West Heath,378.6505078
E00001700,E01000348,E02000084,E09000004,Bexley,E05011221,Blendon & Penhill,74124.52641
E00001521,E01000309,E02000054,E09000003,Barnet,E05013633,Colindale South,114.0684351
E00001521,E01000309,E02000054,E09000003,Barnet,E05013643,Hendon,214.8025888
E00001521,E01000309,E02000054,E09000003,Barnet,E05013649,West Hendon,80013.29629
E00001509,E01000313,E02000059,E09000003,Barnet,E05013649,West Hendon,49444.32253
E00001441,E01000290,E02000030,E09000003,Barnet,E05013644,High Barnet,55740.08574
E00000690,E01000145,E02000060,E09000003,Barnet,E05013631,Childs Hill,55818.2777
E00000690,E01000145,E02000060,E09000003,Barnet,E05013642,Golders Green,4.194260904
E00000456,E01000091,E02000023,E09000002,Barking and Dagenham,E05014055,Barking Riverside,54318.74134
E00000456,E01000091,E02000023,E09000002,Barking and Dagenham,E05014068,Thames View,29192.24844
E00000140,E01000029,E02000002,E09000002,Barking and Dagenham,E05011234,Aldborough,47.36019906
E00000140,E01000029,E02000002,E09000002,Barking and Dagenham,E05011237,Chadwell,234.1838521
E00000140,E01000029,E02000002,E09000002,Barking and Dagenham,E05014058,Chadwell Heath,59973.38163
E00000534,E01000103,E02000015,E09000002,Barking and Dagenham,E05013984,South Hornchurch,212.1453026
E00000534,E01000103,E02000015,E09000002,Barking and Dagenham,E05014070,Village,68817.36778
E00002953,E01000613,E02000105,E09000005,Brent,E05013505,Northwick Park,97.06454889
E00002953,E01000613,E02000105,E09000005,Brent,E05013511,Sudbury,70928.53678
E00004187,E01000851,E02000191,E09000007,Camden,E05013653,Bloomsbury,34528.64918
E00004187,E01000851,E02000191,E09000007,Camden,E05013668,Regent's Park,174.7600053
E00004187,E01000851,E02000191,E09000007,Camden,E05013808,West End,12.07955974
E00005283,E01001060,E02000227,E09000008,Croydon,E05011481,Selsdon Vale & Forestdale,59796.25625
E00006334,E01001268,E02000249,E09000009,Ealing,E05013518,Central Greenford,6347.564131
E00006334,E01001268,E02000249,E09000009,Ealing,E05013523,Greenford Broadway,80775.23973
E00006743,E01001351,E02000262,E09000009,Ealing,E05013527,North Acton,44851.43846
E00006743,E01001351,E02000262,E09000009,Ealing,E05013536,South Acton,36.22734695
E00006749,E01001354,E02000264,E09000009,Ealing,E05013521,Ealing Common,199.6780794
E00006749,E01001354,E02000264,E09000009,Ealing,E05013527,North Acton,65660.26888
E00006749,E01001354,E02000264,E09000009,Ealing,E05013536,South Acton,2240.078937
E00007900,E01001588,E02000324,E09000011,Greenwich,E05014075,Charlton Village & Riverside,92530.4921
E00010611,E01002114,E02000433,E09000015,Harrow,E05013542,Belmont,179.4375233
E00010611,E01002114,E02000433,E09000015,Harrow,E05013543,Canons,43239.43502
E00010611,E01002114,E02000433,E09000015,Harrow,E05013560,Stanmore,341.8037795
E00012506,E01002514,E02000508,E09000017,Hillingdon,E05013580,Uxbridge,53251.37544
E00012560,E01034606,E02000509,E09000017,Hillingdon,E05013580,Uxbridge,60494.92101
E00014094,E01002821,E02000590,E09000020,Kensington and Chelsea,E05009389,Brompton & Hans Town,80835.28688
E00014621,E01002905,E02000578,E09000020,Kensington and Chelsea,E05009394,Dalgarno,51054.83189
E00014621,E01002905,E02000578,E09000020,Kensington and Chelsea,E05009396,Golborne,119.5179848
E00014636,E01002906,E02000578,E09000020,Kensington and Chelsea,E05009394,Dalgarno,62586.23503
E00014636,E01002906,E02000578,E09000020,Kensington and Chelsea,E05009404,St. Helen's,4577.452714
E00018927,E01003759,E02000759,E09000026,Redbridge,E05011252,South Woodford,58468.02094
E00018927,E01003759,E02000759,E09000026,Redbridge,E05011255,Wanstead Village,187.9467014
E00019290,E01003838,E02000805,E09000027,Richmond upon Thames,E05013780,Hampton Wick & South Teddington,92076.64412
E00019290,E01003838,E02000805,E09000027,Richmond upon Thames,E05013788,Teddington,76.16044108
E00019482,E01003879,E02000791,E09000027,Richmond upon Thames,E05013777,"Ham, Petersham & Richmond Riverside",14.92096724
E00019482,E01003879,E02000791,E09000027,Richmond upon Thames,E05013786,South Richmond,46925.60451
E00019850,E01003949,E02000838,E09000028,Southwark,E05011099,Dulwich Hill,40633.71515
E00019850,E01003949,E02000838,E09000028,Southwark,E05011101,Dulwich Wood,10909.62865
E00019850,E01003949,E02000838,E09000028,Southwark,E05013722,Forest Hill,2.798665862
E00020949,E01004160,E02000853,E09000029,Sutton,E05013768,Sutton West & East Cheam,44792.76811
E00021118,E01004191,E02000847,E09000029,Sutton,E05013760,North Cheam,63650.75455
E00021124,E01004194,E02000847,E09000029,Sutton,E05013760,North Cheam,705.6002618
E00021124,E01004194,E02000847,E09000029,Sutton,E05013772,Worcester Park North,33816.20411
E00166861,E01001261,E02000249,E09000009,Ealing,E05013518,Central Greenford,6406.951078
E00166861,E01001261,E02000249,E09000009,Ealing,E05013523,Greenford Broadway,45132.92264
E00176524,E01034196,E02006993,E09000011,Greenwich,E05013923,Royal Victoria,151.7342938
E00176524,E01034196,E02006993,E09000011,Greenwich,E05014082,Greenwich Peninsula,81578.00549
E00023413,E01004648,E02000961,E09000033,Westminster,E05013792,Abbey Road,49781.96713
E00023412,E01004649,E02000960,E09000033,Westminster,E05013792,Abbey Road,53398.66892
E00023412,E01004649,E02000960,E09000033,Westminster,E05013805,Regent's Park,9.299797488
E00178821,E01000223,E02000062,E09000003,Barnet,E05013500,Dollis Hill,35.62018705
E00178821,E01000223,E02000062,E09000003,Barnet,E05013634,Cricklewood,102563.5924
E00023252,E01004617,E02000956,E09000032,Wandsworth,E05013812,Colliers Wood,0.978633084
E00023252,E01004617,E02000956,E09000032,Wandsworth,E05014024,Tooting Broadway,40087.72904
E00179102,E01001336,E02000275,E09000009,Ealing,E05013533,Norwood Green,61095.37332
E00179102,E01001336,E02000275,E09000009,Ealing,E05013618,Heston East,14.93383965
E00179102,E01001336,E02000275,E09000009,Ealing,E05013619,Heston West,0.981177845
E00179195,E01034027,E02000252,E09000009,Ealing,E05013527,North Acton,61439.2077
E00022745,E01004516,E02000958,E09000032,Wandsworth,E05014013,Furzedown,73030.32287
E00022745,E01004516,E02000958,E09000032,Wandsworth,E05014023,Tooting Bec,7.454834174
E00021844,E01004342,E02000905,E09000031,Waltham Forest,E05013884,Chapel End,114224.3684
E00020523,E01004074,E02000837,E09000028,Southwark,E05011100,Dulwich Village,57211.72336
E00020523,E01004074,E02000837,E09000028,Southwark,E05014104,Herne Hill & Loughborough Junction,261.2112633
E00019549,E01003881,E02000799,E09000027,Richmond upon Thames,E05013776,Fulwell & Hampton Hill,3.296958574
E00019549,E01003881,E02000799,E09000027,Richmond upon Thames,E05013787,South Twickenham,49797.40252
E00019549,E01003881,E02000799,E09000027,Richmond upon Thames,E05013788,Teddington,159.1477883
E00019354,E01003846,E02000785,E09000027,Richmond upon Thames,E05013782,Kew,61843.36524
E00019268,E01003833,E02000803,E09000027,Richmond upon Thames,E05013779,Hampton North,52780.86869
E00018575,E01003694,E02006924,E09000026,Redbridge,E05011241,Cranbrook,99997.31159
E00017915,E01003544,E02000714,E09000025,Newham,E05013882,Cann Hall,16.71728185
E00017915,E01003544,E02000714,E09000025,Newham,E05013911,Forest Gate North,26289.06682
E00017915,E01003544,E02000714,E09000025,Newham,E05013917,Maryland,25335.44755
E00017417,E01003443,E02000698,E09000024,Merton,E05013823,Raynes Park,85061.58301
E00017417,E01003443,E02000698,E09000024,Merton,E05013825,Village,4834.12462
E00016513,E01003263,E02000675,E09000023,Lewisham,E05013723,Grove Park,95837.34913
E00012570,E01002527,E02000524,E09000017,Hillingdon,E05013581,West Drayton,43357.74063
E00012444,E01032577,E02006796,E09000017,Hillingdon,E05013579,South Ruislip,44814.42369
E00012400,E01002489,E02000523,E09000017,Hillingdon,E05013576,Pinkwell,40578.78179
E00012192,E01002449,E02000525,E09000017,Hillingdon,E05013570,Heathrow Villages,75365.17337
E00012020,E01002408,E02000512,E09000017,Hillingdon,E05013566,Colham & Cowley,54067.6602
E00011651,E01002329,E02000474,E09000016,Havering,E05013978,Mawneys,51692.5091
E00011651,E01002329,E02000474,E09000016,Havering,E05013983,St Edward's,90.81873974
E00011606,E01002317,E02000477,E09000016,Havering,E05013976,Hylands & Harrow Lodge,119127.3624
E00011606,E01002317,E02000477,E09000016,Havering,E05013981,St Alban's,240.5822533
E00011190,E01002240,E02000456,E09000015,Harrow,E05013547,Harrow on the Hill,466.384003
E00011190,E01002240,E02000456,E09000015,Harrow,E05013563,West Harrow,41168.96005
E00011029,E01002206,E02006795,E09000015,Harrow,E05013557,Rayners Lane,43530.81481
E00011029,E01002206,E02006795,E09000015,Harrow,E05013563,West Harrow,23.82789626
E00011025,E01002208,E02000457,E09000015,Harrow,E05013556,Pinner South,57991.24013
E00011025,E01002208,E02000457,E09000015,Harrow,E05013557,Rayners Lane,21018.02499
E00010920,E01002182,E02000452,E09000015,Harrow,E05013546,Greenhill,13.63814164
E00010920,E01002182,E02000452,E09000015,Harrow,E05013553,Marlborough,35010.65443
E00010882,E01002176,E02006882,E09000015,Harrow,E05013502,Kenton,3.210607244
E00010882,E01002176,E02006882,E09000015,Harrow,E05013552,Kenton West,58549.48137
E00010831,E01002159,E02000453,E09000015,Harrow,E05013550,Headstone,57940.66984
E00010753,E01002140,E02000437,E09000015,Harrow,E05013548,Harrow Weald,48925.3098
E00010722,E01002135,E02000461,E09000015,Harrow,E05013528,North Greenford,2512.378697
E00010722,E01002135,E02000461,E09000015,Harrow,E05013547,Harrow on the Hill,65762.49335
E00010529,E01002096,E02000401,E09000014,Haringey,E05013587,Bruce Castle,5752.59782
E00010529,E01002096,E02000401,E09000014,Haringey,E05013604,White Hart Lane,39577.83755
E00008046,E01001617,E02000340,E09000011,Greenwich,E05014079,Eltham Town & Avery Hill,51449.92476
E00007985,E01001609,E02000339,E09000011,Greenwich,E05014078,Eltham Park & Progress,1233.09868
E00007985,E01001609,E02000339,E09000011,Greenwich,E05014079,Eltham Town & Avery Hill,74992.48801
E00007554,E01001526,E02000295,E09000010,Enfield,E05013687,Oakwood,148.3241425
E00007554,E01001526,E02000295,E09000010,Enfield,E05013692,Southgate,56431.33177
E00007395,E01001489,E02000299,E09000010,Enfield,E05013684,Jubilee,56.08805886
E00007395,E01001489,E02000299,E09000010,Enfield,E05013685,Lower Edmonton,38917.56095
E00006424,E01001290,E02000259,E09000009,Ealing,E05013519,Dormers Wells,43.36251571
E00006424,E01001290,E02000259,E09000009,Ealing,E05013525,Hanwell Broadway,20.23039698
E00006424,E01001290,E02000259,E09000009,Ealing,E05013529,North Hanwell,97994.11504
E00006424,E01001290,E02000259,E09000009,Ealing,E05013533,Norwood Green,0.900982424
E00006395,E01001274,E02006968,E09000009,Ealing,E05013524,Hanger Hill,61266.63037
E00006395,E01001274,E02006968,E09000009,Ealing,E05013527,North Acton,1492.744464
E00006378,E01001279,E02000250,E09000009,Ealing,E05013524,Hanger Hill,56011.65645
E00006098,E01001225,E02006968,E09000009,Ealing,E05013520,Ealing Broadway,41977.12727
E00006098,E01001225,E02006968,E09000009,Ealing,E05013524,Hanger Hill,167.7568108
E00005630,E01001127,E02000218,E09000008,Croydon,E05011483,Shirley South,69700.23198
E00005182,E01001033,E02000224,E09000008,Croydon,E05011484,South Croydon,36381.66481
E00005090,E01001022,E02000237,E09000008,Croydon,E05011474,Old Coulsdon,74294.44428
E00004001,E01000823,E02000134,E09000006,Bromley,E05013988,Bickley & Sundridge,16848.34795
E00004001,E01000823,E02000134,E09000006,Bromley,E05013991,Bromley Town,10302.48239
E00004001,E01000823,E02000134,E09000006,Bromley,E05014004,Plaistow,40744.26853
E00003730,E01000760,E02000160,E09000006,Bromley,E05013998,Hayes & Coney Hall,116026.9401
E00003517,E01000724,E02000145,E09000006,Bromley,E05014006,St Mary Cray,73625.23561
E00003478,E01000717,E02000137,E09000006,Bromley,E05013987,Beckenham Town & Copers Cope,10.35325616
E00003478,E01000717,E02000137,E09000006,Bromley,E05014005,Shortlands & Park Langley,43958.91697
E00003354,E01000690,E02000128,E09000006,Bromley,E05013993,Chislehurst,52864.49939
E00003319,E01000681,E02000161,E09000006,Bromley,E05013997,Farnborough & Crofton,69731.11368
E00002876,E01000591,E02000095,E09000005,Brent,E05013508,Queensbury,70484.02781
E00002760,E01000562,E02000100,E09000005,Brent,E05013505,Northwick Park,83011.25729
E00002760,E01000562,E02000100,E09000005,Brent,E05013547,Harrow on the Hill,39.85524478
E00002219,E01000456,E02000077,E09000004,Bexley,E05011223,Crook Log,16710.09201
E00002219,E01000456,E02000077,E09000004,Bexley,E05011224,East Wickham,32359.9765
E00002219,E01000456,E02000077,E09000004,Bexley,E05011226,Falconwood & Welling,147.0180144
E00002028,E01000411,E02000080,E09000004,Bexley,E05011226,Falconwood & Welling,51046.56968
E00002019,E01000412,E02000082,E09000004,Bexley,E05011226,Falconwood & Welling,61953.75772
E00002019,E01000412,E02000082,E09000004,Bexley,E05014078,Eltham Park & Progress,71.43323493
E00002019,E01000412,E02000082,E09000004,Bexley,E05014079,Eltham Town & Avery Hill,38.01272691
E00001886,E01000384,E02000091,E09000004,Bexley,E05011230,Sidcup,93084.90541
E00001786,E01000364,E02000087,E09000004,Bexley,E05011219,Bexleyheath,66610.72781
E00001756,E01000358,E02000075,E09000004,Bexley,E05011223,Crook Log,43241.75211
E00001725,E01000348,E02000084,E09000004,Bexley,E05011221,Blendon & Penhill,73009.43824
E00001534,E01000314,E02000055,E09000003,Barnet,E05013649,West Hendon,60102.27034
E00001362,E01000276,E02000043,E09000003,Barnet,E05013646,Totteridge & Woodside,68551.8016
E00001227,E01000247,E02000025,E09000003,Barnet,E05013628,Barnet Vale,94114.27724
E00001150,E01000233,E02000036,E09000003,Barnet,E05013630,Burnt Oak,35.23238865
E00001150,E01000233,E02000036,E09000003,Barnet,E05013637,Edgware,52175.46928
E00001109,E01000235,E02000044,E09000003,Barnet,E05013630,Burnt Oak,43782.02445
E00001109,E01000235,E02000044,E09000003,Barnet,E05013637,Edgware,501.5789278
E00000929,E01000186,E02000037,E09000003,Barnet,E05013638,Edgwarebury,55476.00634
E00000847,E01000172,E02000026,E09000003,Barnet,E05013635,East Barnet,66839.82499
E00000586,E01000117,E02000033,E09000003,Barnet,E05013629,Brunswick Park,60568.72162
E00000586,E01000117,E02000033,E09000003,Barnet,E05013635,East Barnet,9788.529345
E00000586,E01000117,E02000033,E09000003,Barnet,E05013650,Whetstone,597.3237701
E00000535,E01000103,E02000015,E09000002,Barking and Dagenham,E05014070,Village,51650.93589
E00174024,E01033327,E02007009,E09000023,Lewisham,E05013715,Blackheath,4079.343497
E00174024,E01033327,E02007009,E09000023,Lewisham,E05013727,Lewisham Central,79445.47187
E00178855,E01033148,E02000279,E09000010,Enfield,E05013674,Brimsdown,0.000328985
E00178855,E01033148,E02000279,E09000010,Enfield,E05013680,Enfield Lock,57606.36124
E00000373,E01000072,E02000018,E09000002,Barking and Dagenham,E05014064,Longbridge,51.10291388
E00000373,E01000072,E02000018,E09000002,Barking and Dagenham,E05014065,Mayesbrook,63837.12264
E00000594,E01000118,E02000033,E09000003,Barnet,E05013629,Brunswick Park,37716.73413
E00000594,E01000118,E02000033,E09000003,Barnet,E05013640,Friern Barnet,308.0035825
E00000594,E01000118,E02000033,E09000003,Barnet,E05013650,Whetstone,21300.58838
E00000672,E01000139,E02000064,E09000003,Barnet,E05013631,Childs Hill,53482.9623
E00000845,E01000170,E02000029,E09000003,Barnet,E05013635,East Barnet,54998.87468
E00000854,E01000172,E02000026,E09000003,Barnet,E05013635,East Barnet,68624.905
E00001074,E01000220,E02000060,E09000003,Barnet,E05013631,Childs Hill,53.46247766
E00001074,E01000220,E02000060,E09000003,Barnet,E05013642,Golders Green,45812.78548
E00001120,E01000230,E02000036,E09000003,Barnet,E05013638,Edgwarebury,49573.53183
E00001168,E01000238,E02000057,E09000003,Barnet,E05013643,Hendon,29556.89929
