gss_code_ward,ward_name,la_gss_code,la_name,category,count_21,count_11,change
E05009367,Brownswood,E09000012,Hackney,Other method of travel to work,36,29,7
E05009367,Brownswood,E09000012,Hackney,Passenger in a car or van,14,30,-16
E05009367,Brownswood,E09000012,Hackney,Taxi,30,14,16
E05009367,Brownswood,E09000012,Hackney,Train,134,416,-282
E05009367,Brownswood,E09000012,Hackney,"Underground, metro, light rail, tram",587,2062,-1475
E05009367,Brownswood,E09000012,Hackney,Work mainly at or from home,3160,229,2931
E05009368,Cazenove,E09000012,Hackney,Bicycle,387,754,-367
E05009368,Cazenove,E09000012,Hackney,"Bus, minibus or coach",872,1771,-899
E05009368,Cazenove,E09000012,Hackney,Driving a car or van,760,799,-39
E05009368,Cazenove,E09000012,Hackney,"Motorcycle, scooter or moped",37,60,-23
E05009368,Cazenove,E09000012,Hackney,Not in employment or aged 15 years and under,8411,3729,4682
E05009368,Cazenove,E09000012,Hackney,On foot,1207,804,403
E05009368,Cazenove,E09000012,Hackney,Other method of travel to work,89,42,47
E05009368,Cazenove,E09000012,Hackney,Passenger in a car or van,84,74,10
E05009368,Cazenove,E09000012,Hackney,Taxi,57,22,35
E05009368,Cazenove,E09000012,Hackney,Train,211,486,-275
E05009368,Cazenove,E09000012,Hackney,"Underground, metro, light rail, tram",450,1017,-567
E05009368,Cazenove,E09000012,Hackney,Work mainly at or from home,2668,342,2326
E05009369,Clissold,E09000012,Hackney,Bicycle,611,1312,-701
E05009369,Clissold,E09000012,Hackney,"Bus, minibus or coach",682,2225,-1543
E05009369,Clissold,E09000012,Hackney,Driving a car or van,484,750,-266
E05009369,Clissold,E09000012,Hackney,"Motorcycle, scooter or moped",42,96,-54
E05009369,Clissold,E09000012,Hackney,Not in employment or aged 15 years and under,5288,3116,2172
E05009369,Clissold,E09000012,Hackney,On foot,437,546,-109
E05009369,Clissold,E09000012,Hackney,Other method of travel to work,57,44,13
E05009369,Clissold,E09000012,Hackney,Passenger in a car or van,40,40,0
E05009369,Clissold,E09000012,Hackney,Taxi,35,27,8
E05009369,Clissold,E09000012,Hackney,Train,149,359,-210
E05009369,Clissold,E09000012,Hackney,"Underground, metro, light rail, tram",378,1231,-853
E05009369,Clissold,E09000012,Hackney,Work mainly at or from home,4301,474,3827
E05009370,Dalston,E09000012,Hackney,Bicycle,416,941,-525
E05009370,Dalston,E09000012,Hackney,"Bus, minibus or coach",414,1232,-818
E05009370,Dalston,E09000012,Hackney,Driving a car or van,235,322,-87
E05009370,Dalston,E09000012,Hackney,"Motorcycle, scooter or moped",26,53,-27
E05009370,Dalston,E09000012,Hackney,Not in employment or aged 15 years and under,3238,1802,1436
E05009370,Dalston,E09000012,Hackney,On foot,357,409,-52
E05009370,Dalston,E09000012,Hackney,Other method of travel to work,54,32,22
E05009370,Dalston,E09000012,Hackney,Passenger in a car or van,14,26,-12
E05009370,Dalston,E09000012,Hackney,Taxi,43,15,28
E05009370,Dalston,E09000012,Hackney,Train,172,305,-133
E05009370,Dalston,E09000012,Hackney,"Underground, metro, light rail, tram",432,1049,-617
E05009370,Dalston,E09000012,Hackney,Work mainly at or from home,3620,309,3311
E05009371,De Beauvoir,E09000012,Hackney,Bicycle,402,766,-364
E05009371,De Beauvoir,E09000012,Hackney,"Bus, minibus or coach",405,1480,-1075
E05009371,De Beauvoir,E09000012,Hackney,Driving a car or van,365,423,-58
E05009371,De Beauvoir,E09000012,Hackney,"Motorcycle, scooter or moped",26,51,-25
E05009371,De Beauvoir,E09000012,Hackney,Not in employment or aged 15 years and under,3791,2035,1756
E05009371,De Beauvoir,E09000012,Hackney,On foot,392,577,-185
E05009371,De Beauvoir,E09000012,Hackney,Other method of travel to work,48,38,10
E05009371,De Beauvoir,E09000012,Hackney,Passenger in a car or van,25,21,4
E05009371,De Beauvoir,E09000012,Hackney,Taxi,35,32,3
E05009371,De Beauvoir,E09000012,Hackney,Train,144,268,-124
E05009371,De Beauvoir,E09000012,Hackney,"Underground, metro, light rail, tram",309,913,-604
E05009371,De Beauvoir,E09000012,Hackney,Work mainly at or from home,3092,310,2782
E05009372,Hackney Central,E09000012,Hackney,Bicycle,534,1053,-519
E05009372,Hackney Central,E09000012,Hackney,"Bus, minibus or coach",797,1684,-887
E05009372,Hackney Central,E09000012,Hackney,Driving a car or van,567,620,-53
E05009372,Hackney Central,E09000012,Hackney,"Motorcycle, scooter or moped",31,65,-34
E05009372,Hackney Central,E09000012,Hackney,Not in employment or aged 15 years and under,6055,3558,2497
E05009372,Hackney Central,E09000012,Hackney,On foot,513,601,-88
E05009372,Hackney Central,E09000012,Hackney,Other method of travel to work,69,58,11
E05009372,Hackney Central,E09000012,Hackney,Passenger in a car or van,28,47,-19
E05009372,Hackney Central,E09000012,Hackney,Taxi,45,15,30
E05009372,Hackney Central,E09000012,Hackney,Train,369,728,-359
E05009372,Hackney Central,E09000012,Hackney,"Underground, metro, light rail, tram",556,1063,-507
E05009372,Hackney Central,E09000012,Hackney,Work mainly at or from home,3348,317,3031
E05009373,Hackney Downs,E09000012,Hackney,Bicycle,598,1111,-513
E05009373,Hackney Downs,E09000012,Hackney,"Bus, minibus or coach",743,1718,-975
E05009373,Hackney Downs,E09000012,Hackney,Driving a car or van,681,705,-24
E05009373,Hackney Downs,E09000012,Hackney,"Motorcycle, scooter or moped",43,72,-29
E05009373,Hackney Downs,E09000012,Hackney,Not in employment or aged 15 years and under,6114,3826,2288
E05009373,Hackney Downs,E09000012,Hackney,On foot,480,492,-12
